GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,BTBGA,NAME_E,ABA1E001,NAME_M,ABA1M001
G0500510,2010-2014,AR,,,Arkansas,5,Garland County,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05051,,,"Garland County, Arkansas",96804,"Garland County, Arkansas",0
G0500530,2010-2014,AR,,,Arkansas,5,Grant County,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05053,,,"Grant County, Arkansas",18014,"Grant County, Arkansas",0
G0500550,2010-2014,AR,,,Arkansas,5,Greene County,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05055,,,"Greene County, Arkansas",42970,"Greene County, Arkansas",0
G0500570,2010-2014,AR,,,Arkansas,5,Hempstead County,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05057,,,"Hempstead County, Arkansas",22419,"Hempstead County, Arkansas",0
G0500590,2010-2014,AR,,,Arkansas,5,Hot Spring County,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05059,,,"Hot Spring County, Arkansas",33277,"Hot Spring County, Arkansas",0
G0500610,2010-2014,AR,,,Arkansas,5,Howard County,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05061,,,"Howard County, Arkansas",13685,"Howard County, Arkansas",0
G0500630,2010-2014,AR,,,Arkansas,5,Independence County,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05063,,,"Independence County, Arkansas",36861,"Independence County, Arkansas",0
G0500650,2010-2014,AR,,,Arkansas,5,Izard County,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05065,,,"Izard County, Arkansas",13522,"Izard County, Arkansas",0
G0500670,2010-2014,AR,,,Arkansas,5,Jackson County,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05067,,,"Jackson County, Arkansas",17746,"Jackson County, Arkansas",0
G0500690,2010-2014,AR,,,Arkansas,5,Jefferson County,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05069,,,"Jefferson County, Arkansas",74655,"Jefferson County, Arkansas",0
G0500710,2010-2014,AR,,,Arkansas,5,Johnson County,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05071,,,"Johnson County, Arkansas",25791,"Johnson County, Arkansas",0
G0500730,2010-2014,AR,,,Arkansas,5,Lafayette County,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05073,,,"Lafayette County, Arkansas",7391,"Lafayette County, Arkansas",0
G0500750,2010-2014,AR,,,Arkansas,5,Lawrence County,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05075,,,"Lawrence County, Arkansas",17163,"Lawrence County, Arkansas",0
G0500770,2010-2014,AR,,,Arkansas,5,Lee County,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05077,,,"Lee County, Arkansas",10151,"Lee County, Arkansas",0
G0500790,2010-2014,AR,,,Arkansas,5,Lincoln County,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05079,,,"Lincoln County, Arkansas",14113,"Lincoln County, Arkansas",0
G0500810,2010-2014,AR,,,Arkansas,5,Little River County,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05081,,,"Little River County, Arkansas",12852,"Little River County, Arkansas",0
G0500830,2010-2014,AR,,,Arkansas,5,Logan County,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05083,,,"Logan County, Arkansas",22129,"Logan County, Arkansas",0
G0500850,2010-2014,AR,,,Arkansas,5,Lonoke County,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05085,,,"Lonoke County, Arkansas",70118,"Lonoke County, Arkansas",0
G0500870,2010-2014,AR,,,Arkansas,5,Madison County,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05087,,,"Madison County, Arkansas",15696,"Madison County, Arkansas",0
G0500890,2010-2014,AR,,,Arkansas,5,Marion County,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05089,,,"Marion County, Arkansas",16534,"Marion County, Arkansas",0
G0500910,2010-2014,AR,,,Arkansas,5,Miller County,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05091,,,"Miller County, Arkansas",43537,"Miller County, Arkansas",0
G0500930,2010-2014,AR,,,Arkansas,5,Mississippi County,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05093,,,"Mississippi County, Arkansas",45385,"Mississippi County, Arkansas",0
G0500950,2010-2014,AR,,,Arkansas,5,Monroe County,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05095,,,"Monroe County, Arkansas",7855,"Monroe County, Arkansas",0
G0500970,2010-2014,AR,,,Arkansas,5,Montgomery County,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05097,,,"Montgomery County, Arkansas",9296,"Montgomery County, Arkansas",0
G0500990,2010-2014,AR,,,Arkansas,5,Nevada County,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05099,,,"Nevada County, Arkansas",8877,"Nevada County, Arkansas",0
G0501010,2010-2014,AR,,,Arkansas,5,Newton County,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05101,,,"Newton County, Arkansas",8131,"Newton County, Arkansas",0
G0501030,2010-2014,AR,,,Arkansas,5,Ouachita County,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05103,,,"Ouachita County, Arkansas",25421,"Ouachita County, Arkansas",0
G0501050,2010-2014,AR,,,Arkansas,5,Perry County,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05105,,,"Perry County, Arkansas",10350,"Perry County, Arkansas",0
G0501070,2010-2014,AR,,,Arkansas,5,Phillips County,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05107,,,"Phillips County, Arkansas",20847,"Phillips County, Arkansas",0
G0501090,2010-2014,AR,,,Arkansas,5,Pike County,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05109,,,"Pike County, Arkansas",11187,"Pike County, Arkansas",0
G0501110,2010-2014,AR,,,Arkansas,5,Poinsett County,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05111,,,"Poinsett County, Arkansas",24359,"Poinsett County, Arkansas",0
G0501130,2010-2014,AR,,,Arkansas,5,Polk County,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05113,,,"Polk County, Arkansas",20454,"Polk County, Arkansas",0
G0501150,2010-2014,AR,,,Arkansas,5,Pope County,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05115,,,"Pope County, Arkansas",62687,"Pope County, Arkansas",0
G0501170,2010-2014,AR,,,Arkansas,5,Prairie County,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05117,,,"Prairie County, Arkansas",8475,"Prairie County, Arkansas",0
G0501190,2010-2014,AR,,,Arkansas,5,Pulaski County,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05119,,,"Pulaski County, Arkansas",388752,"Pulaski County, Arkansas",0
G0501210,2010-2014,AR,,,Arkansas,5,Randolph County,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05121,,,"Randolph County, Arkansas",17794,"Randolph County, Arkansas",0
G0501230,2010-2014,AR,,,Arkansas,5,St. Francis County,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05123,,,"St. Francis County, Arkansas",27642,"St. Francis County, Arkansas",0
G0501250,2010-2014,AR,,,Arkansas,5,Saline County,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05125,,,"Saline County, Arkansas",111811,"Saline County, Arkansas",0
G0501270,2010-2014,AR,,,Arkansas,5,Scott County,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05127,,,"Scott County, Arkansas",11024,"Scott County, Arkansas",0
G0501290,2010-2014,AR,,,Arkansas,5,Searcy County,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05129,,,"Searcy County, Arkansas",8036,"Searcy County, Arkansas",0
G0501310,2010-2014,AR,,,Arkansas,5,Sebastian County,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05131,,,"Sebastian County, Arkansas",126801,"Sebastian County, Arkansas",0
G0501330,2010-2014,AR,,,Arkansas,5,Sevier County,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05133,,,"Sevier County, Arkansas",17250,"Sevier County, Arkansas",0
G0501350,2010-2014,AR,,,Arkansas,5,Sharp County,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05135,,,"Sharp County, Arkansas",17117,"Sharp County, Arkansas",0
G0501370,2010-2014,AR,,,Arkansas,5,Stone County,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05137,,,"Stone County, Arkansas",12531,"Stone County, Arkansas",0
G0501390,2010-2014,AR,,,Arkansas,5,Union County,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05139,,,"Union County, Arkansas",40954,"Union County, Arkansas",0
G0501410,2010-2014,AR,,,Arkansas,5,Van Buren County,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05141,,,"Van Buren County, Arkansas",17090,"Van Buren County, Arkansas",0
G0501430,2010-2014,AR,,,Arkansas,5,Washington County,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05143,,,"Washington County, Arkansas",212238,"Washington County, Arkansas",0
G0501450,2010-2014,AR,,,Arkansas,5,White County,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05145,,,"White County, Arkansas",78275,"White County, Arkansas",0
G0501470,2010-2014,AR,,,Arkansas,5,Woodruff County,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05147,,,"Woodruff County, Arkansas",7094,"Woodruff County, Arkansas",0
G0501490,2010-2014,AR,,,Arkansas,5,Yell County,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05149,,,"Yell County, Arkansas",21934,"Yell County, Arkansas",0
G0600010,2010-2014,CA,,,California,6,Alameda County,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06001,,,"Alameda County, California",1559308,"Alameda County, California",0
G0600030,2010-2014,CA,,,California,6,Alpine County,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06003,,,"Alpine County, California",1202,"Alpine County, California",190
G0600050,2010-2014,CA,,,California,6,Amador County,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06005,,,"Amador County, California",37159,"Amador County, California",0
G0600070,2010-2014,CA,,,California,6,Butte County,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06007,,,"Butte County, California",221578,"Butte County, California",0
G0600090,2010-2014,CA,,,California,6,Calaveras County,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06009,,,"Calaveras County, California",44921,"Calaveras County, California",0
G0600110,2010-2014,CA,,,California,6,Colusa County,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06011,,,"Colusa County, California",21424,"Colusa County, California",0
G0600130,2010-2014,CA,,,California,6,Contra Costa County,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06013,,,"Contra Costa County, California",1081232,"Contra Costa County, California",0
G0600150,2010-2014,CA,,,California,6,Del Norte County,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06015,,,"Del Norte County, California",28066,"Del Norte County, California",0
G0600170,2010-2014,CA,,,California,6,El Dorado County,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06017,,,"El Dorado County, California",181465,"El Dorado County, California",0
G0600190,2010-2014,CA,,,California,6,Fresno County,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06019,,,"Fresno County, California",948844,"Fresno County, California",0
G0600210,2010-2014,CA,,,California,6,Glenn County,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06021,,,"Glenn County, California",28019,"Glenn County, California",0
G0600230,2010-2014,CA,,,California,6,Humboldt County,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06023,,,"Humboldt County, California",134876,"Humboldt County, California",0
G0600250,2010-2014,CA,,,California,6,Imperial County,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06025,,,"Imperial County, California",177026,"Imperial County, California",0
G0600270,2010-2014,CA,,,California,6,Inyo County,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06027,,,"Inyo County, California",18439,"Inyo County, California",0
G0600290,2010-2014,CA,,,California,6,Kern County,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06029,,,"Kern County, California",857730,"Kern County, California",0
G0600310,2010-2014,CA,,,California,6,Kings County,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06031,,,"Kings County, California",151390,"Kings County, California",0
G0600330,2010-2014,CA,,,California,6,Lake County,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06033,,,"Lake County, California",64209,"Lake County, California",0
G0600350,2010-2014,CA,,,California,6,Lassen County,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06035,,,"Lassen County, California",33356,"Lassen County, California",0
G0600370,2010-2014,CA,,,California,6,Los Angeles County,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06037,,,"Los Angeles County, California",9974203,"Los Angeles County, California",0
G0600390,2010-2014,CA,,,California,6,Madera County,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06039,,,"Madera County, California",152452,"Madera County, California",0
G0600410,2010-2014,CA,,,California,6,Marin County,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06041,,,"Marin County, California",256802,"Marin County, California",0
G0600430,2010-2014,CA,,,California,6,Mariposa County,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06043,,,"Mariposa County, California",17946,"Mariposa County, California",0
G0600450,2010-2014,CA,,,California,6,Mendocino County,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06045,,,"Mendocino County, California",87612,"Mendocino County, California",0
G0600470,2010-2014,CA,,,California,6,Merced County,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06047,,,"Merced County, California",261609,"Merced County, California",0
G0600490,2010-2014,CA,,,California,6,Modoc County,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06049,,,"Modoc County, California",9335,"Modoc County, California",0
G0600510,2010-2014,CA,,,California,6,Mono County,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06051,,,"Mono County, California",14193,"Mono County, California",0
G0600530,2010-2014,CA,,,California,6,Monterey County,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06053,,,"Monterey County, California",424927,"Monterey County, California",0
G0600550,2010-2014,CA,,,California,6,Napa County,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06055,,,"Napa County, California",139253,"Napa County, California",0
G0600570,2010-2014,CA,,,California,6,Nevada County,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06057,,,"Nevada County, California",98606,"Nevada County, California",0
G0600590,2010-2014,CA,,,California,6,Orange County,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06059,,,"Orange County, California",3086331,"Orange County, California",0
G0600610,2010-2014,CA,,,California,6,Placer County,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06061,,,"Placer County, California",361518,"Placer County, California",0
G0600630,2010-2014,CA,,,California,6,Plumas County,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06063,,,"Plumas County, California",19286,"Plumas County, California",0
G0600650,2010-2014,CA,,,California,6,Riverside County,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06065,,,"Riverside County, California",2266899,"Riverside County, California",0
G0600670,2010-2014,CA,,,California,6,Sacramento County,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06067,,,"Sacramento County, California",1450277,"Sacramento County, California",0
G0600690,2010-2014,CA,,,California,6,San Benito County,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06069,,,"San Benito County, California",56888,"San Benito County, California",0
G0600710,2010-2014,CA,,,California,6,San Bernardino County,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06071,,,"San Bernardino County, California",2078586,"San Bernardino County, California",0
G0600730,2010-2014,CA,,,California,6,San Diego County,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06073,,,"San Diego County, California",3183143,"San Diego County, California",0
G0600750,2010-2014,CA,,,California,6,San Francisco County,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06075,,,"San Francisco County, California",829072,"San Francisco County, California",0
G0600770,2010-2014,CA,,,California,6,San Joaquin County,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06077,,,"San Joaquin County, California",701050,"San Joaquin County, California",0
G0600790,2010-2014,CA,,,California,6,San Luis Obispo County,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06079,,,"San Luis Obispo County, California",274184,"San Luis Obispo County, California",0
G0600810,2010-2014,CA,,,California,6,San Mateo County,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06081,,,"San Mateo County, California",739837,"San Mateo County, California",0
G0600830,2010-2014,CA,,,California,6,Santa Barbara County,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06083,,,"Santa Barbara County, California",431555,"Santa Barbara County, California",0
G0600850,2010-2014,CA,,,California,6,Santa Clara County,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06085,,,"Santa Clara County, California",1841569,"Santa Clara County, California",0
G0600870,2010-2014,CA,,,California,6,Santa Cruz County,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06087,,,"Santa Cruz County, California",267203,"Santa Cruz County, California",0
G0600890,2010-2014,CA,,,California,6,Shasta County,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06089,,,"Shasta County, California",178520,"Shasta County, California",0
G0600910,2010-2014,CA,,,California,6,Sierra County,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06091,,,"Sierra County, California",3019,"Sierra County, California",190
G0600930,2010-2014,CA,,,California,6,Siskiyou County,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06093,,,"Siskiyou County, California",44261,"Siskiyou County, California",0
G0600950,2010-2014,CA,,,California,6,Solano County,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06095,,,"Solano County, California",421624,"Solano County, California",0
G0600970,2010-2014,CA,,,California,6,Sonoma County,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06097,,,"Sonoma County, California",491790,"Sonoma County, California",0
G0600990,2010-2014,CA,,,California,6,Stanislaus County,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06099,,,"Stanislaus County, California",522794,"Stanislaus County, California",0
G0601010,2010-2014,CA,,,California,6,Sutter County,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06101,,,"Sutter County, California",95067,"Sutter County, California",0
G0601030,2010-2014,CA,,,California,6,Tehama County,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06103,,,"Tehama County, California",63284,"Tehama County, California",0
G0601050,2010-2014,CA,,,California,6,Trinity County,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06105,,,"Trinity County, California",13515,"Trinity County, California",0
G0601070,2010-2014,CA,,,California,6,Tulare County,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06107,,,"Tulare County, California",451108,"Tulare County, California",0
G0601090,2010-2014,CA,,,California,6,Tuolumne County,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06109,,,"Tuolumne County, California",54347,"Tuolumne County, California",0
G0601110,2010-2014,CA,,,California,6,Ventura County,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06111,,,"Ventura County, California",835790,"Ventura County, California",0
G0601130,2010-2014,CA,,,California,6,Yolo County,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06113,,,"Yolo County, California",204162,"Yolo County, California",0
G0601150,2010-2014,CA,,,California,6,Yuba County,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06115,,,"Yuba County, California",73059,"Yuba County, California",0
G0800010,2010-2014,CO,,,Colorado,8,Adams County,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US08001,,,"Adams County, Colorado",461558,"Adams County, Colorado",0
G0800030,2010-2014,CO,,,Colorado,8,Alamosa County,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US08003,,,"Alamosa County, Colorado",16111,"Alamosa County, Colorado",0
G0800050,2010-2014,CO,,,Colorado,8,Arapahoe County,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US08005,,,"Arapahoe County, Colorado",596684,"Arapahoe County, Colorado",0
G0800070,2010-2014,CO,,,Colorado,8,Archuleta County,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US08007,,,"Archuleta County, Colorado",12132,"Archuleta County, Colorado",0
G0800090,2010-2014,CO,,,Colorado,8,Baca County,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US08009,,,"Baca County, Colorado",3735,"Baca County, Colorado",0
G0800110,2010-2014,CO,,,Colorado,8,Bent County,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US08011,,,"Bent County, Colorado",6000,"Bent County, Colorado",0
G0800130,2010-2014,CO,,,Colorado,8,Boulder County,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US08013,,,"Boulder County, Colorado",305166,"Boulder County, Colorado",0
G0800140,2010-2014,CO,,,Colorado,8,Broomfield County,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US08014,,,"Broomfield County, Colorado",59027,"Broomfield County, Colorado",0
G0800150,2010-2014,CO,,,Colorado,8,Chaffee County,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US08015,,,"Chaffee County, Colorado",18121,"Chaffee County, Colorado",0
G0800170,2010-2014,CO,,,Colorado,8,Cheyenne County,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US08017,,,"Cheyenne County, Colorado",2153,"Cheyenne County, Colorado",160
G0800190,2010-2014,CO,,,Colorado,8,Clear Creek County,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US08019,,,"Clear Creek County, Colorado",9114,"Clear Creek County, Colorado",0
G0800210,2010-2014,CO,,,Colorado,8,Conejos County,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US08021,,,"Conejos County, Colorado",8276,"Conejos County, Colorado",0
G0800230,2010-2014,CO,,,Colorado,8,Costilla County,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US08023,,,"Costilla County, Colorado",3578,"Costilla County, Colorado",0
G0800250,2010-2014,CO,,,Colorado,8,Crowley County,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US08025,,,"Crowley County, Colorado",5558,"Crowley County, Colorado",0
G0800270,2010-2014,CO,,,Colorado,8,Custer County,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US08027,,,"Custer County, Colorado",4274,"Custer County, Colorado",0
G0800290,2010-2014,CO,,,Colorado,8,Delta County,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US08029,,,"Delta County, Colorado",30378,"Delta County, Colorado",0
G0800310,2010-2014,CO,,,Colorado,8,Denver County,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US08031,,,"Denver County, Colorado",633777,"Denver County, Colorado",0
G0800330,2010-2014,CO,,,Colorado,8,Dolores County,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US08033,,,"Dolores County, Colorado",1736,"Dolores County, Colorado",160
G0800350,2010-2014,CO,,,Colorado,8,Douglas County,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US08035,,,"Douglas County, Colorado",299794,"Douglas County, Colorado",0
G0800370,2010-2014,CO,,,Colorado,8,Eagle County,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US08037,,,"Eagle County, Colorado",52233,"Eagle County, Colorado",0
G0800390,2010-2014,CO,,,Colorado,8,Elbert County,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US08039,,,"Elbert County, Colorado",23545,"Elbert County, Colorado",0
G0800410,2010-2014,CO,,,Colorado,8,El Paso County,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US08041,,,"El Paso County, Colorado",645707,"El Paso County, Colorado",0
G0800430,2010-2014,CO,,,Colorado,8,Fremont County,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US08043,,,"Fremont County, Colorado",46879,"Fremont County, Colorado",0
G0800450,2010-2014,CO,,,Colorado,8,Garfield County,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US08045,,,"Garfield County, Colorado",56684,"Garfield County, Colorado",0
G0800470,2010-2014,CO,,,Colorado,8,Gilpin County,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US08047,,,"Gilpin County, Colorado",5557,"Gilpin County, Colorado",0
G0800490,2010-2014,CO,,,Colorado,8,Grand County,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US08049,,,"Grand County, Colorado",14478,"Grand County, Colorado",0
G0800510,2010-2014,CO,,,Colorado,8,Gunnison County,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US08051,,,"Gunnison County, Colorado",15503,"Gunnison County, Colorado",0
G0800530,2010-2014,CO,,,Colorado,8,Hinsdale County,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US08053,,,"Hinsdale County, Colorado",871,"Hinsdale County, Colorado",116
G0800550,2010-2014,CO,,,Colorado,8,Huerfano County,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US08055,,,"Huerfano County, Colorado",6550,"Huerfano County, Colorado",0
G0800570,2010-2014,CO,,,Colorado,8,Jackson County,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US08057,,,"Jackson County, Colorado",1389,"Jackson County, Colorado",114
G0800590,2010-2014,CO,,,Colorado,8,Jefferson County,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US08059,,,"Jefferson County, Colorado",546162,"Jefferson County, Colorado",0
G0800610,2010-2014,CO,,,Colorado,8,Kiowa County,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US08061,,,"Kiowa County, Colorado",1407,"Kiowa County, Colorado",114
G0800630,2010-2014,CO,,,Colorado,8,Kit Carson County,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US08063,,,"Kit Carson County, Colorado",8122,"Kit Carson County, Colorado",0
