GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,BTBGA,NAME_E,ADKWE001,NAME_M,ADKWM001
G0100010,2011-2015,AL,,,Alabama,1,Autauga County,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US01001,,,"Autauga County, Alabama",55221,"Autauga County, Alabama",0
G0100030,2011-2015,AL,,,Alabama,1,Baldwin County,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US01003,,,"Baldwin County, Alabama",195121,"Baldwin County, Alabama",0
G0100050,2011-2015,AL,,,Alabama,1,Barbour County,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US01005,,,"Barbour County, Alabama",26932,"Barbour County, Alabama",0
G0100070,2011-2015,AL,,,Alabama,1,Bibb County,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US01007,,,"Bibb County, Alabama",22604,"Bibb County, Alabama",0
G0100090,2011-2015,AL,,,Alabama,1,Blount County,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US01009,,,"Blount County, Alabama",57710,"Blount County, Alabama",0
G0100110,2011-2015,AL,,,Alabama,1,Bullock County,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US01011,,,"Bullock County, Alabama",10678,"Bullock County, Alabama",0
G0100130,2011-2015,AL,,,Alabama,1,Butler County,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US01013,,,"Butler County, Alabama",20354,"Butler County, Alabama",0
G0100150,2011-2015,AL,,,Alabama,1,Calhoun County,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US01015,,,"Calhoun County, Alabama",116648,"Calhoun County, Alabama",0
G0100170,2011-2015,AL,,,Alabama,1,Chambers County,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US01017,,,"Chambers County, Alabama",34079,"Chambers County, Alabama",0
G0100190,2011-2015,AL,,,Alabama,1,Cherokee County,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US01019,,,"Cherokee County, Alabama",26008,"Cherokee County, Alabama",0
G0100210,2011-2015,AL,,,Alabama,1,Chilton County,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US01021,,,"Chilton County, Alabama",43819,"Chilton County, Alabama",0
G0100230,2011-2015,AL,,,Alabama,1,Choctaw County,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US01023,,,"Choctaw County, Alabama",13395,"Choctaw County, Alabama",0
G0100250,2011-2015,AL,,,Alabama,1,Clarke County,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US01025,,,"Clarke County, Alabama",25070,"Clarke County, Alabama",0
G0100270,2011-2015,AL,,,Alabama,1,Clay County,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US01027,,,"Clay County, Alabama",13537,"Clay County, Alabama",0
G0100290,2011-2015,AL,,,Alabama,1,Cleburne County,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US01029,,,"Cleburne County, Alabama",15002,"Cleburne County, Alabama",0
G0100310,2011-2015,AL,,,Alabama,1,Coffee County,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US01031,,,"Coffee County, Alabama",50884,"Coffee County, Alabama",0
G0100330,2011-2015,AL,,,Alabama,1,Colbert County,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US01033,,,"Colbert County, Alabama",54444,"Colbert County, Alabama",0
G0100350,2011-2015,AL,,,Alabama,1,Conecuh County,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US01035,,,"Conecuh County, Alabama",12865,"Conecuh County, Alabama",0
G0100370,2011-2015,AL,,,Alabama,1,Coosa County,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US01037,,,"Coosa County, Alabama",11027,"Coosa County, Alabama",0
G0100390,2011-2015,AL,,,Alabama,1,Covington County,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US01039,,,"Covington County, Alabama",37886,"Covington County, Alabama",0
G0100410,2011-2015,AL,,,Alabama,1,Crenshaw County,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US01041,,,"Crenshaw County, Alabama",13938,"Crenshaw County, Alabama",0
G0100430,2011-2015,AL,,,Alabama,1,Cullman County,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US01043,,,"Cullman County, Alabama",80965,"Cullman County, Alabama",0
G0100450,2011-2015,AL,,,Alabama,1,Dale County,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US01045,,,"Dale County, Alabama",49866,"Dale County, Alabama",0
G0100470,2011-2015,AL,,,Alabama,1,Dallas County,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US01047,,,"Dallas County, Alabama",42154,"Dallas County, Alabama",0
G0100490,2011-2015,AL,,,Alabama,1,DeKalb County,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US01049,,,"DeKalb County, Alabama",71068,"DeKalb County, Alabama",0
G0100510,2011-2015,AL,,,Alabama,1,Elmore County,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US01051,,,"Elmore County, Alabama",80763,"Elmore County, Alabama",0
G0100530,2011-2015,AL,,,Alabama,1,Escambia County,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US01053,,,"Escambia County, Alabama",37935,"Escambia County, Alabama",0
G0100550,2011-2015,AL,,,Alabama,1,Etowah County,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US01055,,,"Etowah County, Alabama",103766,"Etowah County, Alabama",0
G0100570,2011-2015,AL,,,Alabama,1,Fayette County,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US01057,,,"Fayette County, Alabama",16896,"Fayette County, Alabama",0
G0100590,2011-2015,AL,,,Alabama,1,Franklin County,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US01059,,,"Franklin County, Alabama",31634,"Franklin County, Alabama",0
G0100610,2011-2015,AL,,,Alabama,1,Geneva County,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US01061,,,"Geneva County, Alabama",26815,"Geneva County, Alabama",0
G0100630,2011-2015,AL,,,Alabama,1,Greene County,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US01063,,,"Greene County, Alabama",8697,"Greene County, Alabama",0
G0100650,2011-2015,AL,,,Alabama,1,Hale County,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US01065,,,"Hale County, Alabama",15256,"Hale County, Alabama",0
G0100670,2011-2015,AL,,,Alabama,1,Henry County,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US01067,,,"Henry County, Alabama",17252,"Henry County, Alabama",0
G0100690,2011-2015,AL,,,Alabama,1,Houston County,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US01069,,,"Houston County, Alabama",103534,"Houston County, Alabama",0
G0100710,2011-2015,AL,,,Alabama,1,Jackson County,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US01071,,,"Jackson County, Alabama",52860,"Jackson County, Alabama",0
G0100730,2011-2015,AL,,,Alabama,1,Jefferson County,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US01073,,,"Jefferson County, Alabama",659026,"Jefferson County, Alabama",0
G0100750,2011-2015,AL,,,Alabama,1,Lamar County,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US01075,,,"Lamar County, Alabama",14133,"Lamar County, Alabama",0
G0100770,2011-2015,AL,,,Alabama,1,Lauderdale County,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US01077,,,"Lauderdale County, Alabama",92737,"Lauderdale County, Alabama",0
G0100790,2011-2015,AL,,,Alabama,1,Lawrence County,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US01079,,,"Lawrence County, Alabama",33586,"Lawrence County, Alabama",0
G0100810,2011-2015,AL,,,Alabama,1,Lee County,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US01081,,,"Lee County, Alabama",150982,"Lee County, Alabama",0
G0100830,2011-2015,AL,,,Alabama,1,Limestone County,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US01083,,,"Limestone County, Alabama",88805,"Limestone County, Alabama",0
G0100850,2011-2015,AL,,,Alabama,1,Lowndes County,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US01085,,,"Lowndes County, Alabama",10742,"Lowndes County, Alabama",0
G0100870,2011-2015,AL,,,Alabama,1,Macon County,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US01087,,,"Macon County, Alabama",20018,"Macon County, Alabama",0
G0100890,2011-2015,AL,,,Alabama,1,Madison County,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US01089,,,"Madison County, Alabama",346438,"Madison County, Alabama",0
G0100910,2011-2015,AL,,,Alabama,1,Marengo County,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US01091,,,"Marengo County, Alabama",20306,"Marengo County, Alabama",0
G0100930,2011-2015,AL,,,Alabama,1,Marion County,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US01093,,,"Marion County, Alabama",30387,"Marion County, Alabama",0
G0100950,2011-2015,AL,,,Alabama,1,Marshall County,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US01095,,,"Marshall County, Alabama",94318,"Marshall County, Alabama",0
G0100970,2011-2015,AL,,,Alabama,1,Mobile County,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US01097,,,"Mobile County, Alabama",414251,"Mobile County, Alabama",0
G0100990,2011-2015,AL,,,Alabama,1,Monroe County,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US01099,,,"Monroe County, Alabama",22217,"Monroe County, Alabama",0
G0101010,2011-2015,AL,,,Alabama,1,Montgomery County,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US01101,,,"Montgomery County, Alabama",228138,"Montgomery County, Alabama",0
G0101030,2011-2015,AL,,,Alabama,1,Morgan County,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US01103,,,"Morgan County, Alabama",119786,"Morgan County, Alabama",0
G0101050,2011-2015,AL,,,Alabama,1,Perry County,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US01105,,,"Perry County, Alabama",10038,"Perry County, Alabama",0
G0101070,2011-2015,AL,,,Alabama,1,Pickens County,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US01107,,,"Pickens County, Alabama",19856,"Pickens County, Alabama",0
G0101090,2011-2015,AL,,,Alabama,1,Pike County,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US01109,,,"Pike County, Alabama",33155,"Pike County, Alabama",0
G0101110,2011-2015,AL,,,Alabama,1,Randolph County,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US01111,,,"Randolph County, Alabama",22648,"Randolph County, Alabama",0
G0101130,2011-2015,AL,,,Alabama,1,Russell County,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US01113,,,"Russell County, Alabama",58302,"Russell County, Alabama",0
G0101150,2011-2015,AL,,,Alabama,1,St. Clair County,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US01115,,,"St. Clair County, Alabama",85864,"St. Clair County, Alabama",0
G0101170,2011-2015,AL,,,Alabama,1,Shelby County,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US01117,,,"Shelby County, Alabama",203530,"Shelby County, Alabama",0
G0101190,2011-2015,AL,,,Alabama,1,Sumter County,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US01119,,,"Sumter County, Alabama",13341,"Sumter County, Alabama",0
G0101210,2011-2015,AL,,,Alabama,1,Talladega County,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US01121,,,"Talladega County, Alabama",81437,"Talladega County, Alabama",0
G0101230,2011-2015,AL,,,Alabama,1,Tallapoosa County,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US01123,,,"Tallapoosa County, Alabama",41153,"Tallapoosa County, Alabama",0
G0101250,2011-2015,AL,,,Alabama,1,Tuscaloosa County,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US01125,,,"Tuscaloosa County, Alabama",200458,"Tuscaloosa County, Alabama",0
G0101270,2011-2015,AL,,,Alabama,1,Walker County,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US01127,,,"Walker County, Alabama",65923,"Walker County, Alabama",0
G0101290,2011-2015,AL,,,Alabama,1,Washington County,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US01129,,,"Washington County, Alabama",16997,"Washington County, Alabama",0
G0101310,2011-2015,AL,,,Alabama,1,Wilcox County,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US01131,,,"Wilcox County, Alabama",11235,"Wilcox County, Alabama",0
G0101330,2011-2015,AL,,,Alabama,1,Winston County,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US01133,,,"Winston County, Alabama",24130,"Winston County, Alabama",0
G0200130,2011-2015,AK,,,Alaska,2,Aleutians East Borough,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US02013,,,"Aleutians East Borough, Alaska",3304,"Aleutians East Borough, Alaska",0
G0200160,2011-2015,AK,,,Alaska,2,Aleutians West Census Area,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US02016,,,"Aleutians West Census Area, Alaska",5684,"Aleutians West Census Area, Alaska",0
G0200200,2011-2015,AK,,,Alaska,2,Anchorage Municipality,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US02020,,,"Anchorage Municipality, Alaska",299107,"Anchorage Municipality, Alaska",0
G0200500,2011-2015,AK,,,Alaska,2,Bethel Census Area,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US02050,,,"Bethel Census Area, Alaska",17776,"Bethel Census Area, Alaska",0
G0200600,2011-2015,AK,,,Alaska,2,Bristol Bay Borough,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US02060,,,"Bristol Bay Borough, Alaska",970,"Bristol Bay Borough, Alaska",91
G0200680,2011-2015,AK,,,Alaska,2,Denali Borough,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US02068,,,"Denali Borough, Alaska",2060,"Denali Borough, Alaska",143
G0200700,2011-2015,AK,,,Alaska,2,Dillingham Census Area,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US02070,,,"Dillingham Census Area, Alaska",4979,"Dillingham Census Area, Alaska",0
G0200900,2011-2015,AK,,,Alaska,2,Fairbanks North Star Borough,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US02090,,,"Fairbanks North Star Borough, Alaska",99705,"Fairbanks North Star Borough, Alaska",0
G0201000,2011-2015,AK,,,Alaska,2,Haines Borough,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US02100,,,"Haines Borough, Alaska",2560,"Haines Borough, Alaska",0
G0201050,2011-2015,AK,,,Alaska,2,Hoonah-Angoon Census Area,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US02105,,,"Hoonah-Angoon Census Area, Alaska",2128,"Hoonah-Angoon Census Area, Alaska",0
G0201100,2011-2015,AK,,,Alaska,2,Juneau City and Borough,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US02110,,,"Juneau City and Borough, Alaska",32531,"Juneau City and Borough, Alaska",0
G0201220,2011-2015,AK,,,Alaska,2,Kenai Peninsula Borough,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US02122,,,"Kenai Peninsula Borough, Alaska",57221,"Kenai Peninsula Borough, Alaska",0
G0201300,2011-2015,AK,,,Alaska,2,Ketchikan Gateway Borough,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US02130,,,"Ketchikan Gateway Borough, Alaska",13699,"Ketchikan Gateway Borough, Alaska",0
G0201500,2011-2015,AK,,,Alaska,2,Kodiak Island Borough,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US02150,,,"Kodiak Island Borough, Alaska",13973,"Kodiak Island Borough, Alaska",0
G0201580,2011-2015,AK,,,Alaska,2,Kusilvak Census Area,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US02158,,,"Kusilvak Census Area, Alaska",7914,"Kusilvak Census Area, Alaska",0
G0201640,2011-2015,AK,,,Alaska,2,Lake and Peninsula Borough,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US02164,,,"Lake and Peninsula Borough, Alaska",1474,"Lake and Peninsula Borough, Alaska",143
G0201700,2011-2015,AK,,,Alaska,2,Matanuska-Susitna Borough,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US02170,,,"Matanuska-Susitna Borough, Alaska",96178,"Matanuska-Susitna Borough, Alaska",0
G0201800,2011-2015,AK,,,Alaska,2,Nome Census Area,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US02180,,,"Nome Census Area, Alaska",9854,"Nome Census Area, Alaska",0
G0201850,2011-2015,AK,,,Alaska,2,North Slope Borough,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US02185,,,"North Slope Borough, Alaska",9667,"North Slope Borough, Alaska",0
G0201880,2011-2015,AK,,,Alaska,2,Northwest Arctic Borough,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US02188,,,"Northwest Arctic Borough, Alaska",7732,"Northwest Arctic Borough, Alaska",0
G0201950,2011-2015,AK,,,Alaska,2,Petersburg Borough,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US02195,,,"Petersburg Borough, Alaska",3221,"Petersburg Borough, Alaska",0
G0201980,2011-2015,AK,,,Alaska,2,Prince of Wales-Hyder Census Area,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US02198,,,"Prince of Wales-Hyder Census Area, Alaska",6376,"Prince of Wales-Hyder Census Area, Alaska",0
G0202200,2011-2015,AK,,,Alaska,2,Sitka City and Borough,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US02220,,,"Sitka City and Borough, Alaska",8943,"Sitka City and Borough, Alaska",0
G0202300,2011-2015,AK,,,Alaska,2,Skagway Municipality,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US02230,,,"Skagway Municipality, Alaska",999,"Skagway Municipality, Alaska",112
G0202400,2011-2015,AK,,,Alaska,2,Southeast Fairbanks Census Area,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US02240,,,"Southeast Fairbanks Census Area, Alaska",7029,"Southeast Fairbanks Census Area, Alaska",0
G0202610,2011-2015,AK,,,Alaska,2,Valdez-Cordova Census Area,261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US02261,,,"Valdez-Cordova Census Area, Alaska",9617,"Valdez-Cordova Census Area, Alaska",0
G0202750,2011-2015,AK,,,Alaska,2,Wrangell City and Borough,275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US02275,,,"Wrangell City and Borough, Alaska",2387,"Wrangell City and Borough, Alaska",0
G0202820,2011-2015,AK,,,Alaska,2,Yakutat City and Borough,282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US02282,,,"Yakutat City and Borough, Alaska",643,"Yakutat City and Borough, Alaska",91
G0202900,2011-2015,AK,,,Alaska,2,Yukon-Koyukuk Census Area,290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US02290,,,"Yukon-Koyukuk Census Area, Alaska",5644,"Yukon-Koyukuk Census Area, Alaska",0
G0400010,2011-2015,AZ,,,Arizona,4,Apache County,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US04001,,,"Apache County, Arizona",72124,"Apache County, Arizona",0
G0400030,2011-2015,AZ,,,Arizona,4,Cochise County,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US04003,,,"Cochise County, Arizona",129647,"Cochise County, Arizona",0
G0400050,2011-2015,AZ,,,Arizona,4,Coconino County,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US04005,,,"Coconino County, Arizona",136701,"Coconino County, Arizona",0
G0400070,2011-2015,AZ,,,Arizona,4,Gila County,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US04007,,,"Gila County, Arizona",53165,"Gila County, Arizona",0
G0400090,2011-2015,AZ,,,Arizona,4,Graham County,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US04009,,,"Graham County, Arizona",37407,"Graham County, Arizona",0
G0400110,2011-2015,AZ,,,Arizona,4,Greenlee County,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US04011,,,"Greenlee County, Arizona",9023,"Greenlee County, Arizona",0
G0400120,2011-2015,AZ,,,Arizona,4,La Paz County,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US04012,,,"La Paz County, Arizona",20335,"La Paz County, Arizona",0
G0400130,2011-2015,AZ,,,Arizona,4,Maricopa County,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US04013,,,"Maricopa County, Arizona",4018143,"Maricopa County, Arizona",0
G0400150,2011-2015,AZ,,,Arizona,4,Mohave County,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US04015,,,"Mohave County, Arizona",203362,"Mohave County, Arizona",0
G0400170,2011-2015,AZ,,,Arizona,4,Navajo County,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US04017,,,"Navajo County, Arizona",107656,"Navajo County, Arizona",0
G0400190,2011-2015,AZ,,,Arizona,4,Pima County,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US04019,,,"Pima County, Arizona",998537,"Pima County, Arizona",0
G0400210,2011-2015,AZ,,,Arizona,4,Pinal County,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US04021,,,"Pinal County, Arizona",389772,"Pinal County, Arizona",0
G0400230,2011-2015,AZ,,,Arizona,4,Santa Cruz County,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US04023,,,"Santa Cruz County, Arizona",47073,"Santa Cruz County, Arizona",0
G0400250,2011-2015,AZ,,,Arizona,4,Yavapai County,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US04025,,,"Yavapai County, Arizona",215996,"Yavapai County, Arizona",0
G0400270,2011-2015,AZ,,,Arizona,4,Yuma County,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US04027,,,"Yuma County, Arizona",202987,"Yuma County, Arizona",0
G0500010,2011-2015,AR,,,Arkansas,5,Arkansas County,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05001,,,"Arkansas County, Arkansas",18731,"Arkansas County, Arkansas",0
G0500030,2011-2015,AR,,,Arkansas,5,Ashley County,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05003,,,"Ashley County, Arkansas",21229,"Ashley County, Arkansas",0
G0500050,2011-2015,AR,,,Arkansas,5,Baxter County,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05005,,,"Baxter County, Arkansas",41040,"Baxter County, Arkansas",0
G0500070,2011-2015,AR,,,Arkansas,5,Benton County,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05007,,,"Benton County, Arkansas",238198,"Benton County, Arkansas",0
G0500090,2011-2015,AR,,,Arkansas,5,Boone County,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05009,,,"Boone County, Arkansas",37227,"Boone County, Arkansas",0
G0500110,2011-2015,AR,,,Arkansas,5,Bradley County,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05011,,,"Bradley County, Arkansas",11206,"Bradley County, Arkansas",0
G0500130,2011-2015,AR,,,Arkansas,5,Calhoun County,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05013,,,"Calhoun County, Arkansas",5245,"Calhoun County, Arkansas",0
G0500150,2011-2015,AR,,,Arkansas,5,Carroll County,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05015,,,"Carroll County, Arkansas",27635,"Carroll County, Arkansas",0
G0500170,2011-2015,AR,,,Arkansas,5,Chicot County,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05017,,,"Chicot County, Arkansas",11353,"Chicot County, Arkansas",0
G0500190,2011-2015,AR,,,Arkansas,5,Clark County,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05019,,,"Clark County, Arkansas",22751,"Clark County, Arkansas",0
G0500210,2011-2015,AR,,,Arkansas,5,Clay County,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05021,,,"Clay County, Arkansas",15400,"Clay County, Arkansas",0
G0500230,2011-2015,AR,,,Arkansas,5,Cleburne County,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05023,,,"Cleburne County, Arkansas",25711,"Cleburne County, Arkansas",0
G0500250,2011-2015,AR,,,Arkansas,5,Cleveland County,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05025,,,"Cleveland County, Arkansas",8510,"Cleveland County, Arkansas",0
G0500270,2011-2015,AR,,,Arkansas,5,Columbia County,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05027,,,"Columbia County, Arkansas",24327,"Columbia County, Arkansas",0
G0500290,2011-2015,AR,,,Arkansas,5,Conway County,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05029,,,"Conway County, Arkansas",21110,"Conway County, Arkansas",0
G0500310,2011-2015,AR,,,Arkansas,5,Craighead County,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05031,,,"Craighead County, Arkansas",101409,"Craighead County, Arkansas",0
G0500330,2011-2015,AR,,,Arkansas,5,Crawford County,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05033,,,"Crawford County, Arkansas",61748,"Crawford County, Arkansas",0
G0500350,2011-2015,AR,,,Arkansas,5,Crittenden County,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05035,,,"Crittenden County, Arkansas",49765,"Crittenden County, Arkansas",0
G0500370,2011-2015,AR,,,Arkansas,5,Cross County,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05037,,,"Cross County, Arkansas",17467,"Cross County, Arkansas",0
G0500390,2011-2015,AR,,,Arkansas,5,Dallas County,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05039,,,"Dallas County, Arkansas",7868,"Dallas County, Arkansas",0
G0500410,2011-2015,AR,,,Arkansas,5,Desha County,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05041,,,"Desha County, Arkansas",12379,"Desha County, Arkansas",0
G0500430,2011-2015,AR,,,Arkansas,5,Drew County,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05043,,,"Drew County, Arkansas",18740,"Drew County, Arkansas",0
G0500450,2011-2015,AR,,,Arkansas,5,Faulkner County,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05045,,,"Faulkner County, Arkansas",119343,"Faulkner County, Arkansas",0
G0500470,2011-2015,AR,,,Arkansas,5,Franklin County,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05047,,,"Franklin County, Arkansas",17866,"Franklin County, Arkansas",0
G0500490,2011-2015,AR,,,Arkansas,5,Fulton County,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05049,,,"Fulton County, Arkansas",12224,"Fulton County, Arkansas",0
G0500510,2011-2015,AR,,,Arkansas,5,Garland County,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05051,,,"Garland County, Arkansas",96954,"Garland County, Arkansas",0
