GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,BTBGA,NAME_E,ADKWE001,NAME_M,ADKWM001
G1303050,2011-2015,GA,,,Georgia,13,Wayne County,305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US13305,,,"Wayne County, Georgia",30046,"Wayne County, Georgia",0
G1303070,2011-2015,GA,,,Georgia,13,Webster County,307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US13307,,,"Webster County, Georgia",2720,"Webster County, Georgia",0
G1303090,2011-2015,GA,,,Georgia,13,Wheeler County,309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US13309,,,"Wheeler County, Georgia",7956,"Wheeler County, Georgia",0
G1303110,2011-2015,GA,,,Georgia,13,White County,311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US13311,,,"White County, Georgia",27791,"White County, Georgia",0
G1303130,2011-2015,GA,,,Georgia,13,Whitfield County,313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US13313,,,"Whitfield County, Georgia",103456,"Whitfield County, Georgia",0
G1303150,2011-2015,GA,,,Georgia,13,Wilcox County,315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US13315,,,"Wilcox County, Georgia",8972,"Wilcox County, Georgia",0
G1303170,2011-2015,GA,,,Georgia,13,Wilkes County,317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US13317,,,"Wilkes County, Georgia",9991,"Wilkes County, Georgia",0
G1303190,2011-2015,GA,,,Georgia,13,Wilkinson County,319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US13319,,,"Wilkinson County, Georgia",9386,"Wilkinson County, Georgia",0
G1303210,2011-2015,GA,,,Georgia,13,Worth County,321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US13321,,,"Worth County, Georgia",21156,"Worth County, Georgia",0
G1500010,2011-2015,HI,,,Hawaii,15,Hawaii County,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US15001,,,"Hawaii County, Hawaii",191482,"Hawaii County, Hawaii",0
G1500030,2011-2015,HI,,,Hawaii,15,Honolulu County,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US15003,,,"Honolulu County, Hawaii",984178,"Honolulu County, Hawaii",0
G1500050,2011-2015,HI,,,Hawaii,15,Kalawao County,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US15005,,,"Kalawao County, Hawaii",85,"Kalawao County, Hawaii",21
G1500070,2011-2015,HI,,,Hawaii,15,Kauai County,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US15007,,,"Kauai County, Hawaii",69691,"Kauai County, Hawaii",0
G1500090,2011-2015,HI,,,Hawaii,15,Maui County,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US15009,,,"Maui County, Hawaii",160863,"Maui County, Hawaii",21
G1600010,2011-2015,ID,,,Idaho,16,Ada County,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US16001,,,"Ada County, Idaho",417501,"Ada County, Idaho",0
G1600030,2011-2015,ID,,,Idaho,16,Adams County,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US16003,,,"Adams County, Idaho",3880,"Adams County, Idaho",0
G1600050,2011-2015,ID,,,Idaho,16,Bannock County,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US16005,,,"Bannock County, Idaho",83604,"Bannock County, Idaho",0
G1600070,2011-2015,ID,,,Idaho,16,Bear Lake County,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US16007,,,"Bear Lake County, Idaho",5939,"Bear Lake County, Idaho",0
G1600090,2011-2015,ID,,,Idaho,16,Benewah County,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US16009,,,"Benewah County, Idaho",9088,"Benewah County, Idaho",0
G1600110,2011-2015,ID,,,Idaho,16,Bingham County,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US16011,,,"Bingham County, Idaho",45407,"Bingham County, Idaho",0
G1600130,2011-2015,ID,,,Idaho,16,Blaine County,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US16013,,,"Blaine County, Idaho",21309,"Blaine County, Idaho",0
G1600150,2011-2015,ID,,,Idaho,16,Boise County,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US16015,,,"Boise County, Idaho",6885,"Boise County, Idaho",0
G1600170,2011-2015,ID,,,Idaho,16,Bonner County,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US16017,,,"Bonner County, Idaho",41066,"Bonner County, Idaho",0
G1600190,2011-2015,ID,,,Idaho,16,Bonneville County,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US16019,,,"Bonneville County, Idaho",107788,"Bonneville County, Idaho",0
G1600210,2011-2015,ID,,,Idaho,16,Boundary County,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US16021,,,"Boundary County, Idaho",10961,"Boundary County, Idaho",0
G1600230,2011-2015,ID,,,Idaho,16,Butte County,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US16023,,,"Butte County, Idaho",2653,"Butte County, Idaho",0
G1600250,2011-2015,ID,,,Idaho,16,Camas County,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US16025,,,"Camas County, Idaho",1052,"Camas County, Idaho",119
G1600270,2011-2015,ID,,,Idaho,16,Canyon County,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US16027,,,"Canyon County, Idaho",198921,"Canyon County, Idaho",0
G1600290,2011-2015,ID,,,Idaho,16,Caribou County,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US16029,,,"Caribou County, Idaho",6808,"Caribou County, Idaho",0
G1600310,2011-2015,ID,,,Idaho,16,Cassia County,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US16031,,,"Cassia County, Idaho",23369,"Cassia County, Idaho",0
G1600330,2011-2015,ID,,,Idaho,16,Clark County,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US16033,,,"Clark County, Idaho",901,"Clark County, Idaho",119
G1600350,2011-2015,ID,,,Idaho,16,Clearwater County,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US16035,,,"Clearwater County, Idaho",8560,"Clearwater County, Idaho",0
G1600370,2011-2015,ID,,,Idaho,16,Custer County,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US16037,,,"Custer County, Idaho",4234,"Custer County, Idaho",0
G1600390,2011-2015,ID,,,Idaho,16,Elmore County,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US16039,,,"Elmore County, Idaho",26175,"Elmore County, Idaho",0
G1600410,2011-2015,ID,,,Idaho,16,Franklin County,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US16041,,,"Franklin County, Idaho",12914,"Franklin County, Idaho",0
G1600430,2011-2015,ID,,,Idaho,16,Fremont County,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US16043,,,"Fremont County, Idaho",12945,"Fremont County, Idaho",0
G1600450,2011-2015,ID,,,Idaho,16,Gem County,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US16045,,,"Gem County, Idaho",16731,"Gem County, Idaho",0
G1600470,2011-2015,ID,,,Idaho,16,Gooding County,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US16047,,,"Gooding County, Idaho",15233,"Gooding County, Idaho",0
G1600490,2011-2015,ID,,,Idaho,16,Idaho County,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US16049,,,"Idaho County, Idaho",16312,"Idaho County, Idaho",0
G1600510,2011-2015,ID,,,Idaho,16,Jefferson County,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US16051,,,"Jefferson County, Idaho",26792,"Jefferson County, Idaho",0
G1600530,2011-2015,ID,,,Idaho,16,Jerome County,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US16053,,,"Jerome County, Idaho",22653,"Jerome County, Idaho",0
G1600550,2011-2015,ID,,,Idaho,16,Kootenai County,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US16055,,,"Kootenai County, Idaho",145046,"Kootenai County, Idaho",0
G1600570,2011-2015,ID,,,Idaho,16,Latah County,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US16057,,,"Latah County, Idaho",38339,"Latah County, Idaho",0
G1600590,2011-2015,ID,,,Idaho,16,Lemhi County,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US16059,,,"Lemhi County, Idaho",7790,"Lemhi County, Idaho",0
G1600610,2011-2015,ID,,,Idaho,16,Lewis County,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US16061,,,"Lewis County, Idaho",3812,"Lewis County, Idaho",0
G1600630,2011-2015,ID,,,Idaho,16,Lincoln County,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US16063,,,"Lincoln County, Idaho",5260,"Lincoln County, Idaho",0
G1600650,2011-2015,ID,,,Idaho,16,Madison County,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US16065,,,"Madison County, Idaho",37916,"Madison County, Idaho",0
G1600670,2011-2015,ID,,,Idaho,16,Minidoka County,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US16067,,,"Minidoka County, Idaho",20279,"Minidoka County, Idaho",0
G1600690,2011-2015,ID,,,Idaho,16,Nez Perce County,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US16069,,,"Nez Perce County, Idaho",39779,"Nez Perce County, Idaho",0
G1600710,2011-2015,ID,,,Idaho,16,Oneida County,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US16071,,,"Oneida County, Idaho",4245,"Oneida County, Idaho",0
G1600730,2011-2015,ID,,,Idaho,16,Owyhee County,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US16073,,,"Owyhee County, Idaho",11364,"Owyhee County, Idaho",0
G1600750,2011-2015,ID,,,Idaho,16,Payette County,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US16075,,,"Payette County, Idaho",22700,"Payette County, Idaho",0
G1600770,2011-2015,ID,,,Idaho,16,Power County,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US16077,,,"Power County, Idaho",7731,"Power County, Idaho",0
G1600790,2011-2015,ID,,,Idaho,16,Shoshone County,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US16079,,,"Shoshone County, Idaho",12571,"Shoshone County, Idaho",0
G1600810,2011-2015,ID,,,Idaho,16,Teton County,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US16081,,,"Teton County, Idaho",10285,"Teton County, Idaho",0
G1600830,2011-2015,ID,,,Idaho,16,Twin Falls County,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US16083,,,"Twin Falls County, Idaho",80004,"Twin Falls County, Idaho",0
G1600850,2011-2015,ID,,,Idaho,16,Valley County,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US16085,,,"Valley County, Idaho",9720,"Valley County, Idaho",0
G1600870,2011-2015,ID,,,Idaho,16,Washington County,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US16087,,,"Washington County, Idaho",10025,"Washington County, Idaho",0
G1700010,2011-2015,IL,,,Illinois,17,Adams County,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17001,,,"Adams County, Illinois",67081,"Adams County, Illinois",0
G1700030,2011-2015,IL,,,Illinois,17,Alexander County,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17003,,,"Alexander County, Illinois",7364,"Alexander County, Illinois",0
G1700050,2011-2015,IL,,,Illinois,17,Bond County,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17005,,,"Bond County, Illinois",17313,"Bond County, Illinois",0
G1700070,2011-2015,IL,,,Illinois,17,Boone County,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17007,,,"Boone County, Illinois",53851,"Boone County, Illinois",0
G1700090,2011-2015,IL,,,Illinois,17,Brown County,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17009,,,"Brown County, Illinois",6859,"Brown County, Illinois",0
G1700110,2011-2015,IL,,,Illinois,17,Bureau County,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17011,,,"Bureau County, Illinois",34115,"Bureau County, Illinois",0
G1700130,2011-2015,IL,,,Illinois,17,Calhoun County,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17013,,,"Calhoun County, Illinois",4999,"Calhoun County, Illinois",0
G1700150,2011-2015,IL,,,Illinois,17,Carroll County,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17015,,,"Carroll County, Illinois",14926,"Carroll County, Illinois",0
G1700170,2011-2015,IL,,,Illinois,17,Cass County,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17017,,,"Cass County, Illinois",13254,"Cass County, Illinois",0
G1700190,2011-2015,IL,,,Illinois,17,Champaign County,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17019,,,"Champaign County, Illinois",205766,"Champaign County, Illinois",0
G1700210,2011-2015,IL,,,Illinois,17,Christian County,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17021,,,"Christian County, Illinois",34200,"Christian County, Illinois",0
G1700230,2011-2015,IL,,,Illinois,17,Clark County,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17023,,,"Clark County, Illinois",16159,"Clark County, Illinois",0
G1700250,2011-2015,IL,,,Illinois,17,Clay County,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17025,,,"Clay County, Illinois",13582,"Clay County, Illinois",0
G1700270,2011-2015,IL,,,Illinois,17,Clinton County,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17027,,,"Clinton County, Illinois",37929,"Clinton County, Illinois",0
G1700290,2011-2015,IL,,,Illinois,17,Coles County,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17029,,,"Coles County, Illinois",53037,"Coles County, Illinois",0
G1700310,2011-2015,IL,,,Illinois,17,Cook County,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17031,,,"Cook County, Illinois",5236393,"Cook County, Illinois",0
G1700330,2011-2015,IL,,,Illinois,17,Crawford County,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17033,,,"Crawford County, Illinois",19541,"Crawford County, Illinois",0
G1700350,2011-2015,IL,,,Illinois,17,Cumberland County,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17035,,,"Cumberland County, Illinois",10943,"Cumberland County, Illinois",0
G1700370,2011-2015,IL,,,Illinois,17,DeKalb County,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17037,,,"DeKalb County, Illinois",104345,"DeKalb County, Illinois",0
G1700390,2011-2015,IL,,,Illinois,17,De Witt County,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17039,,,"De Witt County, Illinois",16388,"De Witt County, Illinois",0
G1700410,2011-2015,IL,,,Illinois,17,Douglas County,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17041,,,"Douglas County, Illinois",19826,"Douglas County, Illinois",0
G1700430,2011-2015,IL,,,Illinois,17,DuPage County,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17043,,,"DuPage County, Illinois",930412,"DuPage County, Illinois",0
G1700450,2011-2015,IL,,,Illinois,17,Edgar County,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17045,,,"Edgar County, Illinois",17992,"Edgar County, Illinois",0
G1700470,2011-2015,IL,,,Illinois,17,Edwards County,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17047,,,"Edwards County, Illinois",6649,"Edwards County, Illinois",0
G1700490,2011-2015,IL,,,Illinois,17,Effingham County,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17049,,,"Effingham County, Illinois",34332,"Effingham County, Illinois",0
G1700510,2011-2015,IL,,,Illinois,17,Fayette County,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17051,,,"Fayette County, Illinois",22136,"Fayette County, Illinois",0
G1700530,2011-2015,IL,,,Illinois,17,Ford County,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17053,,,"Ford County, Illinois",13835,"Ford County, Illinois",0
G1700550,2011-2015,IL,,,Illinois,17,Franklin County,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17055,,,"Franklin County, Illinois",39694,"Franklin County, Illinois",0
G1700570,2011-2015,IL,,,Illinois,17,Fulton County,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17057,,,"Fulton County, Illinois",36323,"Fulton County, Illinois",0
G1700590,2011-2015,IL,,,Illinois,17,Gallatin County,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17059,,,"Gallatin County, Illinois",5385,"Gallatin County, Illinois",0
G1700610,2011-2015,IL,,,Illinois,17,Greene County,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17061,,,"Greene County, Illinois",13502,"Greene County, Illinois",0
G1700630,2011-2015,IL,,,Illinois,17,Grundy County,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17063,,,"Grundy County, Illinois",50277,"Grundy County, Illinois",0
G1700650,2011-2015,IL,,,Illinois,17,Hamilton County,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17065,,,"Hamilton County, Illinois",8322,"Hamilton County, Illinois",0
G1700670,2011-2015,IL,,,Illinois,17,Hancock County,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17067,,,"Hancock County, Illinois",18738,"Hancock County, Illinois",0
G1700690,2011-2015,IL,,,Illinois,17,Hardin County,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17069,,,"Hardin County, Illinois",4228,"Hardin County, Illinois",0
G1700710,2011-2015,IL,,,Illinois,17,Henderson County,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17071,,,"Henderson County, Illinois",7042,"Henderson County, Illinois",0
G1700730,2011-2015,IL,,,Illinois,17,Henry County,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17073,,,"Henry County, Illinois",49883,"Henry County, Illinois",0
G1700750,2011-2015,IL,,,Illinois,17,Iroquois County,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17075,,,"Iroquois County, Illinois",29053,"Iroquois County, Illinois",0
G1700770,2011-2015,IL,,,Illinois,17,Jackson County,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17077,,,"Jackson County, Illinois",59534,"Jackson County, Illinois",0
G1700790,2011-2015,IL,,,Illinois,17,Jasper County,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17079,,,"Jasper County, Illinois",9635,"Jasper County, Illinois",0
G1700810,2011-2015,IL,,,Illinois,17,Jefferson County,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17081,,,"Jefferson County, Illinois",38578,"Jefferson County, Illinois",0
G1700830,2011-2015,IL,,,Illinois,17,Jersey County,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17083,,,"Jersey County, Illinois",22625,"Jersey County, Illinois",0
G1700850,2011-2015,IL,,,Illinois,17,Jo Daviess County,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17085,,,"Jo Daviess County, Illinois",22397,"Jo Daviess County, Illinois",0
G1700870,2011-2015,IL,,,Illinois,17,Johnson County,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17087,,,"Johnson County, Illinois",12829,"Johnson County, Illinois",0
G1700890,2011-2015,IL,,,Illinois,17,Kane County,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17089,,,"Kane County, Illinois",524886,"Kane County, Illinois",0
G1700910,2011-2015,IL,,,Illinois,17,Kankakee County,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17091,,,"Kankakee County, Illinois",112221,"Kankakee County, Illinois",0
G1700930,2011-2015,IL,,,Illinois,17,Kendall County,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17093,,,"Kendall County, Illinois",120036,"Kendall County, Illinois",0
G1700950,2011-2015,IL,,,Illinois,17,Knox County,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17095,,,"Knox County, Illinois",52112,"Knox County, Illinois",0
G1700970,2011-2015,IL,,,Illinois,17,Lake County,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17097,,,"Lake County, Illinois",702898,"Lake County, Illinois",0
G1700990,2011-2015,IL,,,Illinois,17,LaSalle County,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17099,,,"LaSalle County, Illinois",112579,"LaSalle County, Illinois",0
G1701010,2011-2015,IL,,,Illinois,17,Lawrence County,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17101,,,"Lawrence County, Illinois",16665,"Lawrence County, Illinois",0
G1701030,2011-2015,IL,,,Illinois,17,Lee County,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17103,,,"Lee County, Illinois",35027,"Lee County, Illinois",0
G1701050,2011-2015,IL,,,Illinois,17,Livingston County,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17105,,,"Livingston County, Illinois",37689,"Livingston County, Illinois",0
G1701070,2011-2015,IL,,,Illinois,17,Logan County,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17107,,,"Logan County, Illinois",29956,"Logan County, Illinois",0
G1701090,2011-2015,IL,,,Illinois,17,McDonough County,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17109,,,"McDonough County, Illinois",32009,"McDonough County, Illinois",0
G1701110,2011-2015,IL,,,Illinois,17,McHenry County,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17111,,,"McHenry County, Illinois",307357,"McHenry County, Illinois",0
G1701130,2011-2015,IL,,,Illinois,17,McLean County,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17113,,,"McLean County, Illinois",173114,"McLean County, Illinois",0
G1701150,2011-2015,IL,,,Illinois,17,Macon County,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17115,,,"Macon County, Illinois",109193,"Macon County, Illinois",0
G1701170,2011-2015,IL,,,Illinois,17,Macoupin County,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17117,,,"Macoupin County, Illinois",46844,"Macoupin County, Illinois",0
G1701190,2011-2015,IL,,,Illinois,17,Madison County,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17119,,,"Madison County, Illinois",267356,"Madison County, Illinois",0
G1701210,2011-2015,IL,,,Illinois,17,Marion County,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17121,,,"Marion County, Illinois",38665,"Marion County, Illinois",0
G1701230,2011-2015,IL,,,Illinois,17,Marshall County,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17123,,,"Marshall County, Illinois",12173,"Marshall County, Illinois",0
G1701250,2011-2015,IL,,,Illinois,17,Mason County,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17125,,,"Mason County, Illinois",14126,"Mason County, Illinois",0
G1701270,2011-2015,IL,,,Illinois,17,Massac County,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17127,,,"Massac County, Illinois",15016,"Massac County, Illinois",0
G1701290,2011-2015,IL,,,Illinois,17,Menard County,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17129,,,"Menard County, Illinois",12611,"Menard County, Illinois",0
G1701310,2011-2015,IL,,,Illinois,17,Mercer County,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17131,,,"Mercer County, Illinois",16107,"Mercer County, Illinois",0
G1701330,2011-2015,IL,,,Illinois,17,Monroe County,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17133,,,"Monroe County, Illinois",33539,"Monroe County, Illinois",0
G1701350,2011-2015,IL,,,Illinois,17,Montgomery County,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17135,,,"Montgomery County, Illinois",29348,"Montgomery County, Illinois",0
G1701370,2011-2015,IL,,,Illinois,17,Morgan County,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17137,,,"Morgan County, Illinois",35129,"Morgan County, Illinois",0
G1701390,2011-2015,IL,,,Illinois,17,Moultrie County,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17139,,,"Moultrie County, Illinois",14927,"Moultrie County, Illinois",0
G1701410,2011-2015,IL,,,Illinois,17,Ogle County,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17141,,,"Ogle County, Illinois",52397,"Ogle County, Illinois",0
G1701430,2011-2015,IL,,,Illinois,17,Peoria County,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17143,,,"Peoria County, Illinois",187112,"Peoria County, Illinois",0
G1701450,2011-2015,IL,,,Illinois,17,Perry County,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17145,,,"Perry County, Illinois",21810,"Perry County, Illinois",0
G1701470,2011-2015,IL,,,Illinois,17,Piatt County,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17147,,,"Piatt County, Illinois",16495,"Piatt County, Illinois",0
G1701490,2011-2015,IL,,,Illinois,17,Pike County,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17149,,,"Pike County, Illinois",16144,"Pike County, Illinois",0
G1701510,2011-2015,IL,,,Illinois,17,Pope County,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17151,,,"Pope County, Illinois",4331,"Pope County, Illinois",0
G1701530,2011-2015,IL,,,Illinois,17,Pulaski County,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17153,,,"Pulaski County, Illinois",5871,"Pulaski County, Illinois",0
G1701550,2011-2015,IL,,,Illinois,17,Putnam County,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17155,,,"Putnam County, Illinois",5822,"Putnam County, Illinois",0
G1701570,2011-2015,IL,,,Illinois,17,Randolph County,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17157,,,"Randolph County, Illinois",33069,"Randolph County, Illinois",0
G1701590,2011-2015,IL,,,Illinois,17,Richland County,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17159,,,"Richland County, Illinois",16127,"Richland County, Illinois",0
G1701610,2011-2015,IL,,,Illinois,17,Rock Island County,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17161,,,"Rock Island County, Illinois",147161,"Rock Island County, Illinois",0
G1701630,2011-2015,IL,,,Illinois,17,St. Clair County,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17163,,,"St. Clair County, Illinois",267029,"St. Clair County, Illinois",0
G1701650,2011-2015,IL,,,Illinois,17,Saline County,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17165,,,"Saline County, Illinois",24783,"Saline County, Illinois",0
G1701670,2011-2015,IL,,,Illinois,17,Sangamon County,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17167,,,"Sangamon County, Illinois",199016,"Sangamon County, Illinois",0
