,BUYER_COUNTY,BUYER_STATE,YEAR,MME,MME_Conversion_Factor,CALC_BASE_WT_IN_GM,STATE_ID,COUNTY_NAME,Population,MME_PER_CAP
11304,DUBOIS,IN,2011,17746832.04,5207.5,14949.30379,IN,DUBOIS,42159.0,420.9500234825304
11305,DUBOIS,IN,2012,19643945.2725,5217.5,16377.211335,IN,DUBOIS,42084.0,466.77942383090965
11306,DUBOIS,IN,2013,18715206.9525,5446.5,15662.288265,IN,DUBOIS,42281.0,442.63870184007004
11307,DUBOIS,IN,2014,16052395.6725,4245.5,13214.188735,IN,DUBOIS,42306.0,379.4354387675507
11308,DUBOIS,IN,2015,15974506.17,4077.5,13044.74417,IN,DUBOIS,42329.0,377.38916983628246
11309,DUBOIS,IN,2016,14893174.4439,3927.0,12148.5022426,,,,
11310,DUBOIS,IN,2017,14140984.47,3595.5,11443.41597,,,,
11311,DUBOIS,IN,2018,12366012.7875,3638.0,9958.349975,,,,
11312,DUBOIS,IN,2019,9675721.9725,3386.0,7874.7655349999995,,,,
11313,DUBUQUE,IA,2006,10079295.726,5847.5,8165.173234,IA,DUBUQUE,91258.0,110.44835221021718
11314,DUBUQUE,IA,2007,10124433.668,6173.5,8357.917862,IA,DUBUQUE,92130.0,109.89290858569413
11315,DUBUQUE,IA,2008,11491731.7085,6824.0,9500.087109,IA,DUBUQUE,92519.0,124.20942410207633
11316,DUBUQUE,IA,2009,12020266.882725,7525.0,9941.02918015,IA,DUBUQUE,92948.0,129.32249088441924
11317,DUBUQUE,IA,2010,14024152.71,9482.0,11688.68056,IA,DUBUQUE,93933.0,149.2995295583022
11318,DUBUQUE,IA,2011,14173189.597725,10232.5,11971.89342015,IA,DUBUQUE,94656.0,149.7336629239034
11319,DUBUQUE,IA,2012,14264899.6327125,9581.0,12106.201078475,IA,DUBUQUE,95183.0,149.8681448652858
11320,DUBUQUE,IA,2013,14767984.891575,10445.5,12538.06678605,IA,DUBUQUE,95990.0,153.8492019124388
11321,DUBUQUE,IA,2014,14610977.0070375,8827.0,12389.367148025,IA,DUBUQUE,96544.0,151.34008335098505
11322,DUBUQUE,IA,2015,13382477.8062,8415.5,11148.4139708,IA,DUBUQUE,96934.0,138.05762483958156
11323,DUBUQUE,IA,2016,12448709.589,7769.5,10295.748926,,,,
11324,DUBUQUE,IA,2017,10359247.0515,7158.0,8587.410951,,,,
11325,DUBUQUE,IA,2018,8565596.1162,6364.0,7114.8043308,,,,
11326,DUBUQUE,IA,2019,8124290.3337,6552.5,6642.9054858,,,,
11327,DUCHESNE,UT,2006,4461587.402,1213.0,3568.843418,UT,DUCHESNE,15823.0,281.96848903494913
11328,DUCHESNE,UT,2007,4679267.5125,1537.0,3750.437375,UT,DUCHESNE,16651.0,281.02020974716237
11329,DUCHESNE,UT,2008,4625174.6375,1846.5,3833.187075,UT,DUCHESNE,17412.0,265.6314402423616
11330,DUCHESNE,UT,2009,5592951.8288625,2456.0,4548.447052575,UT,DUCHESNE,18536.0,301.73456133267695
11331,DUCHESNE,UT,2010,6475711.957725,3003.0,5179.02910515,UT,DUCHESNE,18647.0,347.27902384968087
11332,DUCHESNE,UT,2011,7114449.1875,3157.0,5646.676975,UT,DUCHESNE,18700.0,380.45182820855615
11333,DUCHESNE,UT,2012,7867310.6438625,3535.0,6179.656767575,UT,DUCHESNE,18999.0,414.0907755072635
11334,DUCHESNE,UT,2013,8410710.0,3628.5,6489.5105,UT,DUCHESNE,19959.0,421.399368705847
11335,DUCHESNE,UT,2014,8945436.5625,3351.0,6861.634375,UT,DUCHESNE,20197.0,442.90917277318414
11336,DUCHESNE,UT,2015,9340333.0242,3698.0,6990.247632799999,UT,DUCHESNE,20743.0,450.28843581931255
11337,DUCHESNE,UT,2016,9853185.5739,3677.0,7273.738322599999,,,,
11338,DUCHESNE,UT,2017,9930411.17295,3430.5,7279.0905753,,,,
11339,DUCHESNE,UT,2018,9809174.745,3495.0,7159.793119999999,,,,
11340,DUCHESNE,UT,2019,9239011.0725,3229.5,6754.025135,,,,
11341,DUKES,MA,2006,7475415.4538625,1571.0,5134.354902575,MA,DUKES,15768.0,474.08773806839804
11342,DUKES,MA,2007,9903427.6125,1773.0,6756.914325,MA,DUKES,15919.0,622.1136762673535
11343,DUKES,MA,2008,10021896.1463625,1858.0,6861.360507575,MA,DUKES,16132.0,621.2432523160488
11344,DUKES,MA,2009,8408255.0443125,2074.5,5809.876312875,MA,DUKES,16373.0,513.5439470049777
11345,DUKES,MA,2010,8639805.1875,2045.5,5983.363625,MA,DUKES,16573.0,521.3181190792252
11346,DUKES,MA,2011,7805681.5163625,2126.5,5437.472077575,MA,DUKES,16706.0,467.23820880896085
11347,DUKES,MA,2012,8237898.8288625,2475.5,5698.121702575,MA,DUKES,16838.0,489.24449630968644
11348,DUKES,MA,2013,9085141.6615875,2631.5,6232.2766577249995,MA,DUKES,17173.0,529.0363746338729
11349,DUKES,MA,2014,8242183.0809,2633.5,5637.461320599999,MA,DUKES,17312.0,476.0965273163124
11350,DUKES,MA,2015,8299536.7023,2670.0,5619.9498182,MA,DUKES,17290.0,480.0194738172354
11351,DUKES,MA,2016,5984607.7023,2106.0,4056.7360682,,,,
11352,DUKES,MA,2017,4543845.7989,1741.5,3089.7301725999996,,,,
11353,DUKES,MA,2018,3838248.7125,1633.5,2607.4662749999998,,,,
11354,DUKES,MA,2019,2911524.435,1392.0,1979.3885599999999,,,,
11355,DUNDY,NE,2006,242813.7,149.0,189.47195,NE,DUNDY,2051.0,118.38795709410044
11356,DUNDY,NE,2007,301697.0625,215.5,241.743625,NE,DUNDY,2010.0,150.09804104477612
11357,DUNDY,NE,2008,243976.42500000002,211.0,205.3821,NE,DUNDY,1973.0,123.65758996452104
11358,DUNDY,NE,2009,335757.375,271.5,280.84675,NE,DUNDY,1997.0,168.1308838257386
11359,DUNDY,NE,2010,442304.175,323.0,371.70480000000003,NE,DUNDY,2008.0,220.27100348605578
11360,DUNDY,NE,2011,677780.85,359.5,550.0296,NE,DUNDY,1976.0,343.0065030364372
11361,DUNDY,NE,2012,1133824.725,351.0,922.9231,NE,DUNDY,1979.0,572.9281076301163
11362,DUNDY,NE,2013,1190062.575,323.5,981.4022,NE,DUNDY,1955.0,608.7276598465473
11363,DUNDY,NE,2014,1135096.95,262.0,880.9392,NE,DUNDY,1864.0,608.9575912017167
11364,DUNDY,NE,2015,1088425.35,359.5,817.2340999999999,NE,DUNDY,1771.0,614.5823546019199
11365,DUNDY,NE,2016,1380992.13,457.5,1009.3928799999999,,,,
11366,DUNDY,NE,2017,1119708.3975,331.5,820.613585,,,,
11367,DUNDY,NE,2018,974706.3375,311.0,712.8162749999999,,,,
11368,DUNDY,NE,2019,847201.65,260.5,623.5249,,,,
11369,DUNKLIN,MO,2006,12224633.418,5663.0,10391.920097,MO,DUNKLIN,32388.0,377.4432943682845
11370,DUNKLIN,MO,2007,14208599.2432625,6803.5,12147.732592175,MO,DUNKLIN,32255.0,440.5084248414974
11371,DUNKLIN,MO,2008,16544709.04635,7406.5,14282.4133859,MO,DUNKLIN,32158.0,514.4819033008894
11372,DUNKLIN,MO,2009,19894306.0315875,8044.0,17172.957577725,MO,DUNKLIN,31977.0,622.1442296521719
11373,DUNKLIN,MO,2010,22813675.5724875,8768.0,19793.851608325,MO,DUNKLIN,31951.0,714.0207058460611
11374,DUNKLIN,MO,2011,22519897.23495,8926.5,19552.4480783,MO,DUNKLIN,32018.0,703.3511535683053
11375,DUNKLIN,MO,2012,23430969.2501625,8604.5,20350.298351775,MO,DUNKLIN,31848.0,735.7124230771948
11376,DUNKLIN,MO,2013,25342633.5024375,7856.5,22161.584681625,MO,DUNKLIN,31738.0,798.4949745553437
11377,DUNKLIN,MO,2014,25255028.6635875,5230.5,22022.320195725,MO,DUNKLIN,31320.0,806.3546827454502
11378,DUNKLIN,MO,2015,22886792.97,4581.0,19842.88915,MO,DUNKLIN,30868.0,741.4407467280031
11379,DUNKLIN,MO,2016,21221369.5179,4593.5,18356.7745286,,,,
11380,DUNKLIN,MO,2017,20411293.5324,4213.0,17724.5113616,,,,
11381,DUNKLIN,MO,2018,17463204.032700002,3866.0,15123.1355718,,,,
11382,DUNKLIN,MO,2019,14549585.1384,3521.0,12736.6822556,,,,
11383,DUNN,ND,2006,309961.6035,211.5,220.464369,ND,DUNN,3432.0,90.31515253496504
11384,DUNN,ND,2007,235182.70500000002,193.0,172.12527,ND,DUNN,3429.0,68.58638232720911
11385,DUNN,ND,2008,309489.366,242.0,231.399894,ND,DUNN,3470.0,89.19001902017291
11386,DUNN,ND,2009,298854.9,210.5,238.7894,ND,DUNN,3513.0,85.07113578138343
11387,DUNN,ND,2010,289590.375,184.0,230.6455,ND,DUNN,3536.0,81.89773048642535
11388,DUNN,ND,2011,335832.9,258.0,261.4234,ND,DUNN,3723.0,90.20491539081387
11389,DUNN,ND,2012,377001.75,275.5,290.93775,ND,DUNN,3957.0,95.27463987869598
11390,DUNN,ND,2013,324651.375,255.5,264.36175,ND,DUNN,4139.0,78.43715269388741
11391,DUNN,ND,2014,232030.0875,156.5,188.437775,ND,DUNN,4372.0,53.07184069075937
11392,DUNN,ND,2015,224693.0625,137.0,177.290625,ND,DUNN,4576.0,49.10250491695804
11393,DUNN,ND,2016,194424.0375,158.0,160.69322499999998,,,,
11394,DUNN,ND,2017,220818.0375,188.0,180.811725,,,,
11395,DUNN,ND,2018,273547.275,258.5,214.6024,,,,
11396,DUNN,ND,2019,259799.7,223.0,207.35444999999999,,,,
11397,DUNN,WI,2006,2702809.3125,1708.0,2265.205675,WI,DUNN,42828.0,63.108464380778926
11398,DUNN,WI,2007,3536936.5095,2074.5,2852.821723,WI,DUNN,43148.0,81.97220055390748
11399,DUNN,WI,2008,4145715.0045,2477.0,3366.334353,WI,DUNN,43382.0,95.56302163339633
11400,DUNN,WI,2009,4599558.5625,2534.0,3667.938175,WI,DUNN,43570.0,105.56710035574937
11401,DUNN,WI,2010,5548188.375,2982.0,4359.38455,WI,DUNN,43888.0,126.41697901476486
11402,DUNN,WI,2011,5848203.3,3152.0,4624.92905,WI,DUNN,43808.0,133.49624041271
11403,DUNN,WI,2012,6351261.7538625,3475.5,5032.293502575,WI,DUNN,43818.0,144.9464090981446
11404,DUNN,WI,2013,5663158.35,3204.0,4495.91535,WI,DUNN,44064.0,128.5212043845316
11405,DUNN,WI,2014,4835932.1663625,2505.5,3868.503977575,WI,DUNN,44100.0,109.65832576785714
11406,DUNN,WI,2015,4102547.25,1810.5,3226.66675,WI,DUNN,44300.0,92.60829006772009
11407,DUNN,WI,2016,3438602.415,1634.0,2692.4902899999997,,,,
11408,DUNN,WI,2017,2844743.34,1447.0,2218.53809,,,,
11409,DUNN,WI,2018,2337038.4,1436.5,1827.37815,,,,
11410,DUNN,WI,2019,2219772.675,1405.0,1720.6462999999999,,,,
11411,DUPAGE,IL,2006,102012148.9446625,50046.5,85962.475690775,IL,DUPAGE,908685.0,112.26348948718477
11412,DUPAGE,IL,2007,100663802.2236875,46638.5,83910.082356125,IL,DUPAGE,907426.0,110.93334577550952
11413,DUPAGE,IL,2008,109138503.474975,48343.5,91241.96178965,IL,DUPAGE,909798.0,119.95904967363636
11414,DUPAGE,IL,2009,121928360.7370125,50255.0,102264.071199675,IL,DUPAGE,912732.0,133.58615753256433
11415,DUPAGE,IL,2010,147684475.182825,61558.0,125473.73667655,IL,DUPAGE,917996.0,160.87703561107566
11416,DUPAGE,IL,2011,154632992.4457125,62243.5,132347.420641475,IL,DUPAGE,924866.0,167.19502332847406
11417,DUPAGE,IL,2012,161934661.57758752,60406.5,137322.490059725,IL,DUPAGE,928719.0,174.3634636284899
11418,DUPAGE,IL,2013,162791671.2140625,60766.0,137975.233919375,IL,DUPAGE,932301.0,174.61278193851825
11419,DUPAGE,IL,2014,162153807.152025,55139.0,137017.13326635,IL,DUPAGE,933480.0,173.70892483183894
11420,DUPAGE,IL,2015,165688368.52560002,46329.5,139186.5710944,IL,DUPAGE,933669.0,177.45942997529104
11421,DUPAGE,IL,2016,159752947.14405,45540.5,133914.3768717,,,,
11422,DUPAGE,IL,2017,140061755.5272,41943.5,117801.3594598,,,,
11423,DUPAGE,IL,2018,118722142.752,37836.0,99862.29003799999,,,,
11424,DUPAGE,IL,2019,99684691.5759,35324.5,84584.9017106,,,,
11425,DUPLIN,NC,2006,9037385.0438625,4738.0,7155.4977725749995,NC,DUPLIN,54704.0,165.20519603433934
11426,DUPLIN,NC,2007,10928622.891,5157.0,8624.994294,NC,DUPLIN,55610.0,196.5226198705269
11427,DUPLIN,NC,2008,12118371.636,5486.5,9471.218389,NC,DUPLIN,56810.0,213.31405801795458
11428,DUPLIN,NC,2009,14342644.8075,6649.5,10936.86372,NC,DUPLIN,57434.0,249.7239406536198
11429,DUPLIN,NC,2010,15979708.8825,7666.0,12124.422695,NC,DUPLIN,58663.0,272.3984263078942
11430,DUPLIN,NC,2011,19314481.95,9011.0,14618.839075,NC,DUPLIN,59215.0,326.17549522924935
11431,DUPLIN,NC,2012,22374649.0875,9520.5,16797.410525,NC,DUPLIN,59449.0,376.367122870023
11432,DUPLIN,NC,2013,23517726.225,10058.0,17589.93375,NC,DUPLIN,59323.0,396.4352144193652
11433,DUPLIN,NC,2014,23991937.9575,8823.0,17781.322145,NC,DUPLIN,59426.0,403.72796347558307
11434,DUPLIN,NC,2015,23620450.455000002,8925.5,17334.416579999997,NC,DUPLIN,58879.0,401.1693550332037
11435,DUPLIN,NC,2016,23103609.5175,9614.5,16897.027954999998,,,,
11436,DUPLIN,NC,2017,19874645.655,8260.0,14563.017629999998,,,,
11437,DUPLIN,NC,2018,15463564.62,6393.0,11318.50722,,,,
11438,DUPLIN,NC,2019,15449536.3725,6829.5,11358.918935,,,,
11439,DURHAM,NC,2006,64019295.3352125,18872.5,45281.125733475,NC,DURHAM,246929.0,259.2619551985085
11440,DURHAM,NC,2007,71809872.6413375,20306.5,50830.289279225,NC,DURHAM,252796.0,284.0625351719865
11441,DURHAM,NC,2008,73072942.6475625,19326.0,51497.496563374996,NC,DURHAM,259356.0,281.74764666158677
11442,DURHAM,NC,2009,82639310.429175,21939.5,58112.04882445,NC,DURHAM,265356.0,311.4280831380297
11443,DURHAM,NC,2010,84118900.5182625,22147.5,58967.504287175,NC,DURHAM,271366.0,309.9831980360933
11444,DURHAM,NC,2011,86359649.8468125,23589.0,60705.106527874996,NC,DURHAM,276609.0,312.20838745960003
11445,DURHAM,NC,2012,82071910.493175,23759.0,57864.43761045,NC,DURHAM,282757.0,290.25598126014563
11446,DURHAM,NC,2013,80314439.025675,23937.5,56507.32063045,NC,DURHAM,288856.0,278.0431738502056
11447,DURHAM,NC,2014,78780372.65295,23578.0,55373.750885299996,NC,DURHAM,295324.0,266.75912778152133
11448,DURHAM,NC,2015,78801785.2434,22800.5,55125.44378559999,NC,DURHAM,301014.0,261.78777479917875
11449,DURHAM,NC,2016,75186697.3965,22750.0,52527.711221,,,,
11450,DURHAM,NC,2017,65097148.5678,20867.5,45483.9845652,,,,
11451,DURHAM,NC,2018,54295852.1253,19135.0,37862.730510199995,,,,
11452,DURHAM,NC,2019,52030788.3078,19118.5,36186.8689052,,,,
11453,DUTCHESS,NY,2006,59809186.3302625,23497.0,45229.041095175,NY,DUTCHESS,294712.0,202.94113008721226
11454,DUTCHESS,NY,2007,73650997.6619875,27570.5,55260.024621325,NY,DUTCHESS,295319.0,249.39471440031795
11455,DUTCHESS,NY,2008,83133676.5619125,28721.5,61822.099126274996,NY,DUTCHESS,296267.0,280.60390310737444
11456,DUTCHESS,NY,2009,95500052.7062625,29541.5,70336.872879175,NY,DUTCHESS,296887.0,321.6713857671858
11457,DUTCHESS,NY,2010,108461147.5615125,32010.5,78936.773597675,NY,DUTCHESS,297721.0,364.3046596024886
11458,DUTCHESS,NY,2011,119239128.996525,33442.0,86181.94843435,NY,DUTCHESS,298141.0,399.94207102184873
11459,DUTCHESS,NY,2012,132461961.548325,33503.0,94568.81936554999,NY,DUTCHESS,297028.0,445.95782737090445
11460,DUTCHESS,NY,2013,122133403.074975,30596.0,86270.78614665,NY,DUTCHESS,296292.0,412.20621236811996
11461,DUTCHESS,NY,2014,115167527.1464625,29101.5,80747.323560975,NY,DUTCHESS,295162.0,390.18412650159064
11462,DUTCHESS,NY,2015,120370971.0996,28635.5,84024.7679064,NY,DUTCHESS,294105.0,409.27890073137144
11463,DUTCHESS,NY,2016,114519854.6607,28863.5,79834.4103438,,,,
11464,DUTCHESS,NY,2017,100279787.5809,27023.5,69902.8034106,,,,
11465,DUTCHESS,NY,2018,88253116.9695,25308.0,61568.338263,,,,
11466,DUTCHESS,NY,2019,72335569.9017,21305.0,50519.309347799994,,,,
11467,DUVAL,FL,2006,293453353.8476625,101279.0,234609.760296775,FL,DUVAL,842098.0,348.4788633242954
11468,DUVAL,FL,2007,344997273.1664875,108368.5,274381.92740932497,FL,DUVAL,851033.0,405.38648109590054
11469,DUVAL,FL,2008,408831548.9411,109772.5,318054.0024274,FL,DUVAL,855437.0,477.92128343887396
11470,DUVAL,FL,2009,534431491.3258125,116132.0,405696.969202875,FL,DUVAL,859795.0,621.5801340154485
11471,DUVAL,FL,2010,758932754.4222,125058.5,555214.0491508,FL,DUVAL,865653.0,876.717061480986
11472,DUVAL,FL,2011,658214148.662775,128703.0,488634.62432685,FL,DUVAL,872483.0,754.4148695880322
11473,DUVAL,FL,2012,555383443.5160125,129888.5,418805.659308175,FL,DUVAL,880349.0,630.8673531928957
11474,DUVAL,FL,2013,477975727.05675,126929.5,369710.9297045,FL,DUVAL,886277.0,539.307380262322
11475,DUVAL,FL,2014,459122865.9224625,101241.0,355842.723254975,FL,DUVAL,897094.0,511.7890275962859
11476,DUVAL,FL,2015,469048981.7088,100913.0,358509.02094919997,FL,DUVAL,911106.0,514.8127459470139
11477,DUVAL,FL,2016,475181047.8015,103314.0,360650.31050099997,,,,
11478,DUVAL,FL,2017,461319221.0184,99056.0,347821.6032356,,,,
11479,DUVAL,FL,2018,400616157.372,92367.0,300691.385328,,,,
11480,DUVAL,FL,2019,362584855.6995,89195.0,271615.558343,,,,
11481,DUVAL,TX,2006,220913.55,109.5,215.53455,TX,DUVAL,12298.0,17.963372093023256
11482,DUVAL,TX,2007,302406.825,142.5,296.8037,TX,DUVAL,12097.0,24.998497561378855
11483,DUVAL,TX,2008,255130.8,118.0,246.1658,TX,DUVAL,11945.0,21.358794474675594
11484,DUVAL,TX,2009,302546.025,132.5,300.5289,TX,DUVAL,11917.0,25.387767475035666
11485,DUVAL,TX,2010,487562.7,253.5,485.32145,TX,DUVAL,11705.0,41.65422469030329
11486,DUVAL,TX,2011,708685.05,362.0,706.4438,TX,DUVAL,11778.0,60.17023688232298
11487,DUVAL,TX,2012,727762.875,420.0,712.074125,TX,DUVAL,11564.0,62.9334897094431
11488,DUVAL,TX,2013,748349.715,363.5,746.78084,TX,DUVAL,11563.0,64.71933883940153
11489,DUVAL,TX,2014,547860.4125,215.5,540.352225,TX,DUVAL,11487.0,47.693950770436146
11490,DUVAL,TX,2015,275031.1875,47.5,270.884875,TX,DUVAL,11313.0,24.311074648634314
11491,DUVAL,TX,2016,229879.3125,37.0,226.405375,,,,
11492,DUVAL,TX,2017,174809.25,20.0,174.80925000000002,,,,
11493,DUVAL,TX,2018,57815.700000000004,9.0,57.81570000000001,,,,
11494,DUVAL,TX,2019,33297.0,11.0,33.297,,,,
11495,DYER,TN,2006,11120715.045,3916.5,9630.919045,TN,DYER,38043.0,292.3196132008517
11496,DYER,TN,2007,14025105.313725,4721.5,12398.78148915,TN,DYER,38077.0,368.335355036505
11497,DYER,TN,2008,16599581.355,5342.0,14609.53143,TN,DYER,38149.0,435.1249404964744
11498,DYER,TN,2009,19250472.15,6049.5,16786.128125,TN,DYER,38254.0,503.2276925288858
11499,DYER,TN,2010,23539887.27,7129.5,20248.29787,TN,DYER,38320.0,614.2976844989562
11500,DYER,TN,2011,21549981.4915875,7015.0,18564.210362725,TN,DYER,38122.0,565.2898980008263
11501,DYER,TN,2012,24196404.9945375,7366.0,20246.006948025,TN,DYER,38196.0,633.4800763047832
11502,DYER,TN,2013,26669738.0290875,6348.0,21918.556687725,TN,DYER,38112.0,699.7727232653101
11503,DYER,TN,2014,27525015.45,6067.0,22226.7901,TN,DYER,37835.0,727.5013994978194
11504,DYER,TN,2015,27382038.09,6002.5,21906.48504,TN,DYER,37784.0,724.6992930870209
11505,DYER,TN,2016,28345048.8678,6054.0,22327.9349152,,,,
11506,DYER,TN,2017,27951493.5825,6262.5,21886.245245,,,,
11507,DYER,TN,2018,22473444.6075,5375.5,17866.129395,,,,
11508,DYER,TN,2019,18559552.59,4950.0,14938.58909,,,,
11509,EAGLE,CO,2006,7857513.2287625,4758.0,5851.8083091749995,CO,EAGLE,48476.0,162.09079191275063
11510,EAGLE,CO,2007,9526025.1693,5410.0,7038.3757592,CO,EAGLE,49803.0,191.27412343232334
11511,EAGLE,CO,2008,10304228.8868,5746.0,7695.958478699999,CO,EAGLE,51049.0,201.84976957041275
11512,EAGLE,CO,2009,11435103.1509,6169.0,8437.6247406,CO,EAGLE,52513.0,217.75756766705388
11513,EAGLE,CO,2010,12823628.2397625,6959.5,9377.817553175,CO,EAGLE,52098.0,246.14434795505585
11514,EAGLE,CO,2011,12598603.709475,6777.0,9272.009525649999,CO,EAGLE,52048.0,242.05740296409084
11515,EAGLE,CO,2012,13513868.4666,6621.0,9891.7513504,CO,EAGLE,52330.0,258.24323459965603
11516,EAGLE,CO,2013,12244272.6653625,7040.0,8975.485944574999,CO,EAGLE,52814.0,231.83763141141552
11517,EAGLE,CO,2014,12611196.0572625,6234.5,9185.534208175,CO,EAGLE,53276.0,236.71439404727272
11518,EAGLE,CO,2015,11019876.6774,5655.0,8027.0742316,CO,EAGLE,53863.0,204.590844873104
11519,EAGLE,CO,2016,9568142.2551,5338.5,6956.1213934,,,,
11520,EAGLE,CO,2017,9307850.5131,4801.5,6755.5220954,,,,
11521,EAGLE,CO,2018,7787467.3881,4330.5,5618.8857954,,,,
11522,EAGLE,CO,2019,6256614.2853,3865.0,4505.0249201999995,,,,
11523,EARLY,GA,2006,977284.0125000001,514.0,849.689875,GA,EARLY,11648.0,83.90144338083792
11524,EARLY,GA,2007,1406139.8797250001,773.0,1237.40215315,GA,EARLY,11429.0,123.03262575247179
11525,EARLY,GA,2008,1673130.4920375,820.5,1447.578083025,GA,EARLY,11262.0,148.56424187866276
11526,EARLY,GA,2009,1689551.8240875,770.5,1454.847832725,GA,EARLY,11101.0,152.1981644975678
11527,EARLY,GA,2010,1640994.3638625,828.5,1451.616112575,GA,EARLY,10983.0,149.4122155934171
11528,EARLY,GA,2011,1748255.9252250001,908.0,1595.12606015,GA,EARLY,10791.0,162.01055742980262
11529,EARLY,GA,2012,1941342.9375,960.0,1768.206375,GA,EARLY,10641.0,182.4398963913166
11530,EARLY,GA,2013,2174452.0988625,1092.0,1979.470722575,GA,EARLY,10543.0,206.24604940363272
11531,EARLY,GA,2014,2499742.95,864.0,2238.14425,GA,EARLY,10451.0,239.18696297005073
11532,EARLY,GA,2015,2741250.6075,727.0,2381.552395,GA,EARLY,10459.0,262.09490462759345
11533,EARLY,GA,2016,2715873.1989,607.0,2346.5225726,,,,
11534,EARLY,GA,2017,2748385.95,674.0,2351.23645,,,,
11535,EARLY,GA,2018,2464153.2678,717.5,2097.8581152,,,,
11536,EARLY,GA,2019,2524832.1375,680.0,2145.948825,,,,
11537,EAST BATON ROUGE,LA,2006,174592579.0818375,48054.5,139783.158461225,,,,
11538,EAST BATON ROUGE,LA,2007,219161797.888675,50089.0,172127.22212545,,,,
11539,EAST BATON ROUGE,LA,2008,272575221.498675,52697.5,209467.83366245,,,,
11540,EAST BATON ROUGE,LA,2009,253333090.9701375,52782.5,195465.517405925,,,,
11541,EAST BATON ROUGE,LA,2010,219123353.008125,50211.5,171888.21249375,,,,
11542,EAST BATON ROUGE,LA,2011,209032560.6824625,49845.0,166790.799814975,,,,
11543,EAST BATON ROUGE,LA,2012,210766658.5916625,51129.5,168718.452432775,,,,
11544,EAST BATON ROUGE,LA,2013,201547268.038425,48998.5,161261.35677695,,,,
11545,EAST BATON ROUGE,LA,2014,186086806.8531375,38564.5,147894.561901425,,,,
11546,EAST BATON ROUGE,LA,2015,172649006.5578,34459.5,135881.5492652,,,,
11547,EAST BATON ROUGE,LA,2016,164373693.47865,33998.5,129334.5958691,,,,
11548,EAST BATON ROUGE,LA,2017,153491727.9801,32916.0,119890.9569734,,,,
11549,EAST BATON ROUGE,LA,2018,132443540.00145,31121.0,103323.0330343,,,,
11550,EAST BATON ROUGE,LA,2019,117141628.9818,31848.5,90733.1583662,,,,
11551,EAST CARROLL,LA,2006,578409.705,284.5,546.809355,,,,
11552,EAST CARROLL,LA,2007,652427.6685,274.5,620.945794,,,,
11553,EAST CARROLL,LA,2008,798468.558,269.5,739.813222,,,,
11554,EAST CARROLL,LA,2009,905574.4425,309.0,881.25688,,,,
11555,EAST CARROLL,LA,2010,897694.1025,303.5,866.876915,,,,
11556,EAST CARROLL,LA,2011,1008659.985,308.0,974.8171100000001,,,,
11557,EAST CARROLL,LA,2012,1397796.54,395.0,1347.59254,,,,
11558,EAST CARROLL,LA,2013,1197574.1625,455.0,1126.862725,,,,
11559,EAST CARROLL,LA,2014,1266121.725,510.5,1197.5843,,,,
11560,EAST CARROLL,LA,2015,1300448.175,296.5,1221.7803000000001,,,,
11561,EAST CARROLL,LA,2016,1633154.25,301.0,1506.74775,,,,
11562,EAST CARROLL,LA,2017,1293575.445,300.0,1208.63207,,,,
11563,EAST CARROLL,LA,2018,983844.3825000001,312.0,923.4426950000001,,,,
11564,EAST CARROLL,LA,2019,920355.1950000001,270.0,855.13482,,,,
11565,EAST FELICIANA,LA,2006,2844699.044,777.5,2448.474661,,,,
11566,EAST FELICIANA,LA,2007,3155328.1895,886.5,2703.316728,,,,
11567,EAST FELICIANA,LA,2008,3576453.91275,960.0,3020.7293585,,,,
11568,EAST FELICIANA,LA,2009,3354183.06,910.5,2837.037035,,,,
11569,EAST FELICIANA,LA,2010,3696688.8,934.5,3088.3239,,,,
11570,EAST FELICIANA,LA,2011,3723859.5525,787.5,3187.90944,,,,
11571,EAST FELICIANA,LA,2012,3530397.607725,729.5,3020.97623015,,,,
11572,EAST FELICIANA,LA,2013,3106247.707725,653.5,2680.87320515,,,,
11573,EAST FELICIANA,LA,2014,3241497.6413625,609.5,2768.265077575,,,,
11574,EAST FELICIANA,LA,2015,3228564.6414,719.0,2702.8868276,,,,
11575,EAST FELICIANA,LA,2016,3123635.6328000003,643.5,2594.4912552,,,,
11576,EAST FELICIANA,LA,2017,2707400.325,687.5,2281.78695,,,,
11577,EAST FELICIANA,LA,2018,2411686.35,784.5,2043.22485,,,,
11578,EAST FELICIANA,LA,2019,2528568.81,743.5,2147.10806,,,,
11579,EASTLAND,TX,2006,4762433.0208125,2048.0,4284.315398875,TX,EASTLAND,18545.0,256.80415318482073
11580,EASTLAND,TX,2007,5091222.78135,2199.0,4582.6042159,TX,EASTLAND,18636.0,273.1928944703799
11581,EASTLAND,TX,2008,5642546.9456625,2584.0,5037.669273775,TX,EASTLAND,18520.0,304.673161212878
11582,EASTLAND,TX,2009,6326896.15545,3256.5,5834.3437253,TX,EASTLAND,18497.0,342.0498543250257
11583,EASTLAND,TX,2010,6252313.3575,3117.5,5830.62217,TX,EASTLAND,18595.0,336.2362655283678
11584,EASTLAND,TX,2011,6933608.6025,3292.0,6625.593615,TX,EASTLAND,18583.0,373.11567575203145
11585,EASTLAND,TX,2012,7258467.42,2958.0,6911.297795,TX,EASTLAND,18461.0,393.17845295487786
