,BUYER_COUNTY,BUYER_STATE,YEAR,MME,MME_Conversion_Factor,CALC_BASE_WT_IN_GM,STATE_ID,COUNTY_NAME,Population,MME_PER_CAP
0,ABBEVILLE,SC,2006,3136215.3893625,1023.0,2506.084389575,SC,ABBEVILLE,25821.0,121.45987333420472
1,ABBEVILLE,SC,2007,3232603.0168625,1088.0,2623.718374575,SC,ABBEVILLE,25745.0,125.56236227859779
2,ABBEVILLE,SC,2008,3070697.5442625,1000.5,2574.677256175,SC,ABBEVILLE,25699.0,119.48704401970893
3,ABBEVILLE,SC,2009,3827607.0649875,1075.0,3110.779538325,SC,ABBEVILLE,25614.0,149.43417915934646
4,ABBEVILLE,SC,2010,4612935.0124875,1374.5,3695.5828483249998,SC,ABBEVILLE,25338.0,182.05600333441865
5,ABBEVILLE,SC,2011,4833266.0175,1568.5,3890.932455,SC,ABBEVILLE,25093.0,192.61411618778146
6,ABBEVILLE,SC,2012,4835180.1675,1759.0,3961.65298,SC,ABBEVILLE,25033.0,193.15224573562898
7,ABBEVILLE,SC,2013,4846713.1575,1846.5,3988.78507,SC,ABBEVILLE,24912.0,194.55335410645472
8,ABBEVILLE,SC,2014,5095215.93,1839.5,4202.03298,SC,ABBEVILLE,24811.0,205.3611676272621
9,ABBEVILLE,SC,2015,5343645.225000001,1962.5,4372.95985,SC,ABBEVILLE,24814.0,215.34799810590798
10,ABBEVILLE,SC,2016,4532030.01,1556.5,3768.74991,,,,
11,ABBEVILLE,SC,2017,4361486.535,1402.0,3593.85841,,,,
12,ABBEVILLE,SC,2018,3951857.49,1280.5,3239.58824,,,,
13,ABBEVILLE,SC,2019,3360917.205,1219.0,2768.10658,,,,
14,ACADIA,LA,2006,22401870.9498,6574.5,17783.1614082,,,,
15,ACADIA,LA,2007,25694560.865325,6451.5,20392.22682355,,,,
16,ACADIA,LA,2008,24705688.42555,6493.0,19756.0090887,,,,
17,ACADIA,LA,2009,28623476.6399625,6895.0,22837.059009975,,,,
18,ACADIA,LA,2010,33043130.173575,7138.5,25877.28478055,,,,
19,ACADIA,LA,2011,32570444.4947625,7470.0,25591.751433175,,,,
20,ACADIA,LA,2012,27036162.537075,8281.5,21743.17288155,,,,
21,ACADIA,LA,2013,24211076.3325,8105.5,19822.820895,,,,
22,ACADIA,LA,2014,21922188.682725,6880.5,18181.96060515,,,,
23,ACADIA,LA,2015,18809389.2843,5607.0,15303.2438562,,,,
24,ACADIA,LA,2016,19403969.8515,5485.0,15755.579951,,,,
25,ACADIA,LA,2017,17621896.1715,5123.5,14225.691721,,,,
26,ACADIA,LA,2018,15623026.6875,4568.5,12604.578425,,,,
27,ACADIA,LA,2019,13754181.96,4202.5,11021.20171,,,,
28,ACCOMACK,VA,2006,4073851.376,1667.0,3179.233584,VA,ACCOMACK,35192.0,115.76072334621506
29,ACCOMACK,VA,2007,4894526.0843625,2169.5,3851.869789575,VA,ACCOMACK,34553.0,141.6527098764941
30,ACCOMACK,VA,2008,5453317.9232250005,2235.0,4314.75363215,VA,ACCOMACK,33970.0,160.53335069841037
31,ACCOMACK,VA,2009,5832013.0538625,2237.5,4525.595802575,VA,ACCOMACK,33415.0,174.5327862894658
32,ACCOMACK,VA,2010,7349634.9788625,2893.5,5566.503852575,VA,ACCOMACK,33150.0,221.7084458178733
33,ACCOMACK,VA,2011,8496574.238625,3231.5,6395.2519757499995,VA,ACCOMACK,33227.0,255.71295147395188
34,ACCOMACK,VA,2012,7979696.775,3112.0,5979.38115,VA,ACCOMACK,33276.0,239.80336503786515
35,ACCOMACK,VA,2013,8126775.225,3199.5,6035.9131,VA,ACCOMACK,32982.0,246.400316081499
36,ACCOMACK,VA,2014,8861719.002037501,3191.5,6480.218368025,VA,ACCOMACK,32992.0,268.60205510540436
37,ACCOMACK,VA,2015,9277388.7039,3380.5,6712.7337026,VA,ACCOMACK,32930.0,281.73060139386575
38,ACCOMACK,VA,2016,10140386.2875,3663.0,7274.343024999999,,,,
39,ACCOMACK,VA,2017,8081157.9225,2861.5,5834.909935,,,,
40,ACCOMACK,VA,2018,6176898.465,2403.5,4503.89499,,,,
41,ACCOMACK,VA,2019,5415260.3175,2520.5,3971.335005,,,,
42,ADA,ID,2006,86952634.07245,30137.0,72598.24803629999,ID,ADA,363498.0,239.21076339470918
43,ADA,ID,2007,97841035.0984,29347.0,78769.6348306,ID,ADA,375368.0,260.6536388248332
44,ADA,ID,2008,114737058.41806251,31814.0,90969.860241375,ID,ADA,382618.0,299.87365575603474
45,ADA,ID,2009,127040565.35895,35293.5,100429.0672573,ID,ADA,388577.0,326.93794372531056
46,ADA,ID,2010,148342347.105075,42001.0,119403.34068705,ID,ADA,393369.0,377.10736510776144
47,ADA,ID,2011,166145524.039575,44544.0,133394.04827405,ID,ADA,401352.0,413.9646097180904
48,ADA,ID,2012,180746250.604275,47151.5,143693.32068285,ID,ADA,409032.0,441.8877999869814
49,ADA,ID,2013,179184356.4111,45444.5,141488.56485239998,ID,ADA,416180.0,430.54533233480703
50,ADA,ID,2014,186428768.49975,47721.0,146090.9208865,ID,ADA,425774.0,437.8585082690582
51,ADA,ID,2015,181162775.6694,49809.5,141631.5164796,ID,ADA,433254.0,418.14449646027504
52,ADA,ID,2016,174186675.36270002,46392.0,135900.1843018,,,,
53,ADA,ID,2017,164685682.27560002,44244.0,128241.4627204,,,,
54,ADA,ID,2018,140326640.115,41231.0,109265.38049,,,,
55,ADA,ID,2019,120131896.05,39414.5,93778.87512499999,,,,
56,ADAIR,IA,2006,1129828.425,389.5,889.83755,IA,ADAIR,7924.0,142.58309250378596
57,ADAIR,IA,2007,1077195.0,467.5,882.34475,IA,ADAIR,7871.0,136.8561809172913
58,ADAIR,IA,2008,1229739.107025,633.0,1010.47662135,IA,ADAIR,7747.0,158.73746056860722
59,ADAIR,IA,2009,1373040.0799875,798.0,1154.039003325,IA,ADAIR,7676.0,178.8744241776316
60,ADAIR,IA,2010,1376153.475,857.5,1165.7001,IA,ADAIR,7679.0,179.20998502409168
61,ADAIR,IA,2011,1487432.5125,939.5,1253.558075,IA,ADAIR,7546.0,197.115360787172
62,ADAIR,IA,2012,1553273.7750000001,911.5,1309.56025,IA,ADAIR,7466.0,208.04631328690064
63,ADAIR,IA,2013,1299617.9625,738.0,1112.809775,IA,ADAIR,7385.0,175.98076675693974
64,ADAIR,IA,2014,1228381.425,739.5,1040.69915,IA,ADAIR,7365.0,166.78634419551935
65,ADAIR,IA,2015,1191788.4675,749.0,1014.528005,IA,ADAIR,7142.0,166.8704098991879
66,ADAIR,IA,2016,1146215.5725,740.0,966.579385,,,,
67,ADAIR,IA,2017,1082880.81,670.0,913.71126,,,,
68,ADAIR,IA,2018,1010944.9125,630.5,838.480725,,,,
69,ADAIR,IA,2019,782421.4275,282.0,639.586565,,,,
70,ADAIR,KY,2006,3729895.05745,1759.5,3437.8156533,KY,ADAIR,18335.0,203.43032764930462
71,ADAIR,KY,2007,3866928.7105,1961.5,3540.354987,KY,ADAIR,18493.0,209.1022933272049
72,ADAIR,KY,2008,4968241.0175,2338.0,4459.242195,KY,ADAIR,18541.0,267.9597118548083
73,ADAIR,KY,2009,5625284.4375,2561.0,4959.879725,KY,ADAIR,18729.0,300.35156375140156
74,ADAIR,KY,2010,6320199.4425,2982.5,5497.055555,KY,ADAIR,18750.0,337.0773036
75,ADAIR,KY,2011,7496157.975225,3441.5,6612.15648515,KY,ADAIR,18984.0,394.8671499802465
76,ADAIR,KY,2012,7492712.2774875,3319.0,6611.892488325,KY,ADAIR,18939.0,395.6234372188341
77,ADAIR,KY,2013,6658188.585,3196.0,6058.11631,KY,ADAIR,19128.0,348.0859778858218
78,ADAIR,KY,2014,6780778.3575,2471.0,6069.2935449999995,KY,ADAIR,19268.0,351.91915909798627
79,ADAIR,KY,2015,7262539.62,2208.0,6419.8296199999995,KY,ADAIR,19172.0,378.809702691425
80,ADAIR,KY,2016,6536879.37,2325.5,5697.351945,,,,
81,ADAIR,KY,2017,7143117.615,2722.5,6065.12119,,,,
82,ADAIR,KY,2018,6994826.025,2525.5,5974.5642,,,,
83,ADAIR,KY,2019,5973967.2375,2377.0,5158.129825,,,,
84,ADAIR,MO,2006,6124949.1805,3007.5,4825.277427,MO,ADAIR,25007.0,244.92938699164233
85,ADAIR,MO,2007,6775120.543725,3752.5,5338.73392415,MO,ADAIR,24983.0,271.18923042568946
86,ADAIR,MO,2008,7206206.7098625,3943.0,5735.530571575,MO,ADAIR,25399.0,283.7200956676444
87,ADAIR,MO,2009,8774873.133862501,4221.5,6957.181932575,MO,ADAIR,25577.0,343.0767147774368
88,ADAIR,MO,2010,10305384.862725,4852.5,8105.38861015,MO,ADAIR,25638.0,401.9574406242687
89,ADAIR,MO,2011,12439489.0238625,5168.5,9705.754122575,MO,ADAIR,25676.0,484.4792422442164
90,ADAIR,MO,2012,13558417.5234,5193.0,10549.3070256,MO,ADAIR,25696.0,527.6470082269614
91,ADAIR,MO,2013,13063628.4565875,4981.5,10251.957627725,MO,ADAIR,25728.0,507.7591906322878
92,ADAIR,MO,2014,13547645.5518,3826.0,10507.1941312,MO,ADAIR,25552.0,530.1990275438321
93,ADAIR,MO,2015,13413756.4296,3556.5,10247.6457864,MO,ADAIR,25396.0,528.1838253898252
94,ADAIR,MO,2016,12644143.9515,3308.5,9657.281401,,,,
95,ADAIR,MO,2017,10592770.575,2954.0,8191.2712,,,,
96,ADAIR,MO,2018,8647927.4064,2797.5,6711.2930676,,,,
97,ADAIR,MO,2019,6469361.2842,2306.0,5111.6117428,,,,
98,ADAIR,OK,2006,4138670.690175,1986.0,3411.93679345,OK,ADAIR,22215.0,186.3007287947333
99,ADAIR,OK,2007,5366468.9052,2461.5,4393.0692868,OK,ADAIR,22345.0,240.16419356455583
100,ADAIR,OK,2008,7225860.7677,2950.5,5818.2189618,OK,ADAIR,22346.0,323.3626048375548
101,ADAIR,OK,2009,8136997.0852125,3212.0,6589.5098184749995,OK,ADAIR,22477.0,362.01437403623703
102,ADAIR,OK,2010,10250300.625675,3374.5,8170.35280545,OK,ADAIR,22760.0,450.36470235830404
103,ADAIR,OK,2011,12400758.9675,3775.5,9863.551905,OK,ADAIR,22668.0,547.0601273822127
104,ADAIR,OK,2012,13950468.5325,3668.5,10852.366245,OK,ADAIR,22466.0,620.9591619558444
105,ADAIR,OK,2013,13419591.2288625,3049.0,10523.007102575,OK,ADAIR,22463.0,597.4086822268843
106,ADAIR,OK,2014,12005418.75,2443.5,9421.2575,OK,ADAIR,22392.0,536.1476755091104
107,ADAIR,OK,2015,11706734.4525,2926.0,9073.377765,OK,ADAIR,22266.0,525.767288803557
108,ADAIR,OK,2016,9699238.8075,2777.5,7536.768744999999,,,,
109,ADAIR,OK,2017,10238083.8675,2791.5,7906.623554999999,,,,
110,ADAIR,OK,2018,10487460.0525,2417.5,8010.094365,,,,
111,ADAIR,OK,2019,9292291.2975,2641.5,7121.304485,,,,
112,ADAMS,CO,2006,68317235.67325,27371.5,51050.0120805,CO,ADAMS,406575.0,168.0310783330259
113,ADAMS,CO,2007,78828583.71155,31735.0,58348.7808177,CO,ADAMS,415746.0,189.60755776736275
114,ADAMS,CO,2008,94426792.80365,35401.0,69454.8871981,CO,ADAMS,424913.0,222.22617995601453
115,ADAMS,CO,2009,110355732.5950875,38249.5,80674.68283972499,CO,ADAMS,435700.0,253.28375624302845
116,ADAMS,CO,2010,132310314.8824875,41766.5,95642.873618325,CO,ADAMS,443692.0,298.2030662768035
117,ADAMS,CO,2011,157915064.4477,43351.0,112980.46499179999,CO,ADAMS,452209.0,349.2081414737433
118,ADAMS,CO,2012,161239588.1745,43996.0,114884.426734,CO,ADAMS,460568.0,350.088560591487
119,ADAMS,CO,2013,134259160.6606125,43385.0,96553.492832075,CO,ADAMS,469995.0,285.6608275845754
120,ADAMS,CO,2014,143399189.8215375,43047.0,102529.266836025,CO,ADAMS,479954.0,298.7769449187578
121,ADAMS,CO,2015,133377990.2712,39566.0,94769.2558708,CO,ADAMS,490448.0,271.95133892114967
122,ADAMS,CO,2016,122748846.6096,36533.0,87137.0388464,,,,
123,ADAMS,CO,2017,111302795.3127,33465.0,79007.1655018,,,,
124,ADAMS,CO,2018,93363555.5229,32501.5,66252.17670859999,,,,
125,ADAMS,CO,2019,79432852.9698,32115.0,56379.9225732,,,,
126,ADAMS,IA,2006,664821.7875,179.5,503.653625,IA,ADAMS,4224.0,157.39152166193182
127,ADAMS,IA,2007,970573.3875,208.0,724.641025,IA,ADAMS,4195.0,231.36433551847438
128,ADAMS,IA,2008,998224.35,256.5,742.72185,IA,ADAMS,4151.0,240.4780414357986
129,ADAMS,IA,2009,1057132.0125,263.0,787.845825,IA,ADAMS,4047.0,261.21374166048923
130,ADAMS,IA,2010,415339.9125,156.0,339.249475,IA,ADAMS,4023.0,103.2413404175988
131,ADAMS,IA,2011,284170.65,178.5,247.41415,IA,ADAMS,3994.0,71.14938657986981
132,ADAMS,IA,2012,307704.75,191.5,276.7755,IA,ADAMS,3910.0,78.69686700767264
133,ADAMS,IA,2013,301538.1375,212.0,274.531075,IA,ADAMS,3890.0,77.51623071979435
134,ADAMS,IA,2014,302525.3625,253.0,271.708175,IA,ADAMS,3874.0,78.0912138616417
135,ADAMS,IA,2015,343856.4,153.5,296.79015,IA,ADAMS,3752.0,91.64616204690832
136,ADAMS,IA,2016,379011.045,140.5,314.68717,,,,
137,ADAMS,IA,2017,233451.8475,101.0,204.651785,,,,
138,ADAMS,IA,2018,184274.055,69.0,166.47853,,,,
139,ADAMS,IA,2019,121259.925,75.0,104.45054999999999,,,,
140,ADAMS,ID,2006,8778.300000000001,21.0,8.778300000000002,ID,ADAMS,3788.0,2.3173970432946147
141,ADAMS,ID,2007,5751.300000000001,13.0,5.7513000000000005,ID,ADAMS,3949.0,1.456394023803495
142,ADAMS,ID,2008,3632.4000000000005,6.0,3.6324000000000005,ID,ADAMS,4021.0,0.9033573737876152
143,ADAMS,ID,2009,3935.1000000000004,6.0,3.9351000000000003,ID,ADAMS,4000.0,0.9837750000000001
144,ADAMS,ID,2010,4540.500000000001,7.0,4.540500000000001,ID,ADAMS,3962.0,1.1460121150933875
145,ADAMS,ID,2011,3329.7000000000007,6.0,3.3297000000000003,ID,ADAMS,3981.0,0.8363978899773928
146,ADAMS,ID,2012,4237.800000000001,6.0,4.2378,ID,ADAMS,3907.0,1.0846685436396215
147,ADAMS,ID,2017,104785.425,40.5,92.45855,,,,
148,ADAMS,ID,2018,100610.32500000001,34.0,97.6967,,,,
149,ADAMS,ID,2019,166247.325,67.0,138.67995,,,,
150,ADAMS,IL,2006,11998617.98,5181.5,10258.06768,IL,ADAMS,67106.0,178.8009712991387
151,ADAMS,IL,2007,13751481.806675,5750.5,11935.93591445,IL,ADAMS,66943.0,205.4207580579747
152,ADAMS,IL,2008,15660886.8908125,6557.5,13581.542408875,IL,ADAMS,66943.0,233.94360711071357
153,ADAMS,IL,2009,17577797.5275,7513.5,15328.098015,IL,ADAMS,67039.0,262.2025616059309
154,ADAMS,IL,2010,20030416.275,8636.5,17498.0279,IL,ADAMS,67158.0,298.25808206021617
155,ADAMS,IL,2011,20223139.485,9444.0,17921.42056,IL,ADAMS,67214.0,300.8768929836046
156,ADAMS,IL,2012,20675527.02,8961.5,18163.71332,IL,ADAMS,67149.0,307.90521109770805
157,ADAMS,IL,2013,21451707.4240875,8953.5,18987.363107725,IL,ADAMS,67005.0,320.15084581878216
158,ADAMS,IL,2014,22707124.3463625,7897.0,19962.429732575,IL,ADAMS,66983.0,338.99831817569384
159,ADAMS,IL,2015,22273616.6625,7724.0,19360.014075,IL,ADAMS,66850.0,333.1879829842932
160,ADAMS,IL,2016,21184676.9775,7879.5,18236.200539999998,,,,
161,ADAMS,IL,2017,19455877.89,7116.5,16737.15199,,,,
162,ADAMS,IL,2018,16239633.262500001,6203.5,13885.357025,,,,
163,ADAMS,IL,2019,14180752.455,5081.5,12160.26558,,,,
164,ADAMS,IN,2006,3290647.7775,1732.0,2633.759815,IN,ADAMS,33887.0,97.10649445214979
165,ADAMS,IN,2007,3786557.0625,2099.5,3087.847425,IN,ADAMS,33962.0,111.49393623755962
166,ADAMS,IN,2008,3946667.4,2082.5,3259.97085,IN,ADAMS,34214.0,115.3524112936225
167,ADAMS,IN,2009,4369181.0625,2293.0,3639.721425,IN,ADAMS,34351.0,127.19225240895462
168,ADAMS,IN,2010,5176396.71,2571.0,4253.494785,IN,ADAMS,34442.0,150.2931510945938
169,ADAMS,IN,2011,6431732.4,3012.0,5214.2854,IN,ADAMS,34370.0,187.1321617689846
170,ADAMS,IN,2012,7668768.855,3309.0,6069.412855,IN,ADAMS,34408.0,222.8774952046036
171,ADAMS,IN,2013,6596424.982725,3118.5,5289.11860515,IN,ADAMS,34655.0,190.3455484843457
172,ADAMS,IN,2014,6964484.25,2509.5,5501.39625,IN,ADAMS,34771.0,200.29577090103822
173,ADAMS,IN,2015,7319684.4225,2532.5,5708.158434999999,IN,ADAMS,34962.0,209.3611470310623
174,ADAMS,IN,2016,6832016.25,2135.5,5340.6885,,,,
175,ADAMS,IN,2017,5926501.455,1647.5,4648.76483,,,,
176,ADAMS,IN,2018,5329645.0575,1470.0,4173.944495,,,,
177,ADAMS,IN,2019,5133063.09,1665.5,4048.29809,,,,
178,ADAMS,MS,2006,11331859.917537501,5761.5,10435.680235025,MS,ADAMS,33220.0,341.1155905339404
179,ADAMS,MS,2007,12662534.4315375,5640.0,11720.871636025,MS,ADAMS,32889.0,385.00819214745053
180,ADAMS,MS,2008,14239795.4259875,5489.5,13202.184562325,MS,ADAMS,32629.0,436.41531845865643
181,ADAMS,MS,2009,14978453.9299875,5430.0,13867.031928325,MS,ADAMS,32305.0,463.657450239514
182,ADAMS,MS,2010,15596969.386575,5808.5,14227.82575605,MS,ADAMS,32581.0,478.7136486472177
183,ADAMS,MS,2011,17876277.3122625,6440.5,16316.500913175,MS,ADAMS,32436.0,551.1245934228173
184,ADAMS,MS,2012,17309380.441800002,6199.5,15836.1006712,MS,ADAMS,32208.0,537.4248771050671
185,ADAMS,MS,2013,16178613.4174875,5956.5,14728.157528325,MS,ADAMS,32127.0,503.58307397165936
186,ADAMS,MS,2014,14772946.83,4024.0,13330.47833,MS,ADAMS,32081.0,460.48897571771454
187,ADAMS,MS,2015,12148185.3006,3203.0,10732.8654204,MS,ADAMS,31574.0,384.75281245961867
188,ADAMS,MS,2016,11387299.32,3016.0,9964.10557,,,,
189,ADAMS,MS,2017,8671805.925,2602.5,7513.3038,,,,
190,ADAMS,MS,2018,6416532.5289,1944.5,5566.8372026,,,,
191,ADAMS,MS,2019,6000717.1425,2028.5,5152.291955,,,,
192,ADAMS,ND,2006,834750.375,380.0,633.48695,ND,ADAMS,2366.0,352.8108093829248
193,ADAMS,ND,2007,1117981.575,446.5,832.4482,ND,ADAMS,2362.0,473.31988780694326
194,ADAMS,ND,2008,1025540.475,369.5,762.19385,ND,ADAMS,2343.0,437.7040012804097
195,ADAMS,ND,2009,1194151.725,425.0,884.1868499999999,ND,ADAMS,2325.0,513.6136451612904
196,ADAMS,ND,2010,1278957.975,463.0,942.9946,ND,ADAMS,2351.0,544.0059442790302
197,ADAMS,ND,2011,1115528.8125,481.5,853.414625,ND,ADAMS,2312.0,482.49516111591697
198,ADAMS,ND,2012,1151855.775,462.0,879.09565,ND,ADAMS,2334.0,493.511471722365
199,ADAMS,ND,2013,1240546.2375,582.0,941.451425,ND,ADAMS,2391.0,518.8399153074027
200,ADAMS,ND,2014,1221492.225,565.5,921.8371,ND,ADAMS,2387.0,511.7269480519481
201,ADAMS,ND,2015,1129128.7875,652.5,850.474175,ND,ADAMS,2396.0,471.2557543823039
202,ADAMS,ND,2016,985158.675,576.0,730.32855,,,,
203,ADAMS,ND,2017,738498.8250000001,450.5,566.5949499999999,,,,
204,ADAMS,ND,2018,485536.125,428.5,386.24875,,,,
205,ADAMS,ND,2019,419920.8,379.0,336.09805,,,,
206,ADAMS,NE,2006,3921163.7425,2305.5,3183.729355,NE,ADAMS,30910.0,126.85744880297639
207,ADAMS,NE,2007,4666274.4488625005,2674.0,3754.087132575,NE,ADAMS,30892.0,151.05122519948532
208,ADAMS,NE,2008,4963875.2323625,2803.5,4042.994821575,NE,ADAMS,31160.0,159.30279949815468
209,ADAMS,NE,2009,4987517.4945375,2777.5,4171.148973025,NE,ADAMS,31280.0,159.4474902345748
210,ADAMS,NE,2010,5273057.734725,3077.5,4353.80138215,NE,ADAMS,31328.0,168.31772646594104
211,ADAMS,NE,2011,5850064.2490875,3655.0,4880.185432725,NE,ADAMS,31207.0,187.46000093208255
212,ADAMS,NE,2012,5857747.2247125,3464.5,4892.607531475,NE,ADAMS,31351.0,186.84403128169757
213,ADAMS,NE,2013,5900362.6726875,3502.0,4880.067565125,NE,ADAMS,31536.0,187.09927297968986
214,ADAMS,NE,2014,5886524.8038375005,3012.5,4862.891399225,NE,ADAMS,31400.0,187.46894279737262
215,ADAMS,NE,2015,6463883.2401,2998.0,5201.050053399999,NE,ADAMS,31576.0,204.70874208576134
216,ADAMS,NE,2016,6261182.0940000005,3127.5,4956.086306,,,,
217,ADAMS,NE,2017,5179347.1323,2777.0,4118.9288982,,,,
218,ADAMS,NE,2018,4566970.4037,2430.0,3587.2669558,,,,
219,ADAMS,NE,2019,3791433.7548,2111.5,2997.0294832,,,,
220,ADAMS,OH,2006,12563788.718,4383.5,9513.123092,OH,ADAMS,28615.0,439.0630340031452
221,ADAMS,OH,2007,13396971.4925,4768.5,10188.023695,OH,ADAMS,28538.0,469.4432508409839
222,ADAMS,OH,2008,15243162.708,5211.5,11556.697822,OH,ADAMS,28686.0,531.3798615352437
223,ADAMS,OH,2009,16521427.275,5068.5,12433.34245,OH,ADAMS,28500.0,579.6992026315789
224,ADAMS,OH,2010,15661911.967725,5098.5,11823.38266515,OH,ADAMS,28530.0,548.962915097266
225,ADAMS,OH,2011,13091092.706812501,4879.5,10157.803987875,OH,ADAMS,28454.0,460.0791701276622
226,ADAMS,OH,2012,12020367.2925,4413.0,9316.187104999999,OH,ADAMS,28288.0,424.9281424102093
227,ADAMS,OH,2013,10837582.3388625,4052.0,8508.482712575,OH,ADAMS,28085.0,385.88507526660135
228,ADAMS,OH,2014,11426815.5113625,4182.5,8855.324697574999,OH,ADAMS,28060.0,407.227922714273
229,ADAMS,OH,2015,11194404.1464,4231.5,8549.2658576,OH,ADAMS,27919.0,400.960068283248
230,ADAMS,OH,2016,11530244.53125,4329.5,8802.026937499999,,,,
231,ADAMS,OH,2017,10756518.9825,3984.0,8193.089295,,,,
232,ADAMS,OH,2018,9561307.7175,3317.0,7250.915155,,,,
233,ADAMS,OH,2019,8690884.995,3507.0,6572.67962,,,,
234,ADAMS,PA,2006,22081602.5608625,7135.0,15638.501490575,PA,ADAMS,99899.0,221.03927527665442
235,ADAMS,PA,2007,22325044.179,7232.5,15884.088985999999,PA,ADAMS,100502.0,222.13532247119463
236,ADAMS,PA,2008,21661274.802,7339.0,15572.392918,PA,ADAMS,101056.0,214.34922025411655
237,ADAMS,PA,2009,24268648.5193125,8323.0,17449.682262874998,PA,ADAMS,101252.0,239.68562121550687
238,ADAMS,PA,2010,26439574.882725,9313.0,18894.24220515,PA,ADAMS,101472.0,260.56030119367904
239,ADAMS,PA,2011,28894322.5840875,10241.0,20703.360392725,PA,ADAMS,101476.0,284.7404566999832
240,ADAMS,PA,2012,31956590.99295,10811.0,22710.4556753,PA,ADAMS,101265.0,315.5739000933195
241,ADAMS,PA,2013,30002962.62,10480.0,21278.67287,PA,ADAMS,101156.0,296.60091956977345
242,ADAMS,PA,2014,29359780.17,9189.0,20781.17167,PA,ADAMS,101376.0,289.61273052793564
243,ADAMS,PA,2015,28999956.5514,8488.5,20419.674487599998,PA,ADAMS,101847.0,284.7404101387375
244,ADAMS,PA,2016,26257652.0292,8565.0,18481.0969628,,,,
245,ADAMS,PA,2017,21533020.02,7818.5,15165.987369999999,,,,
246,ADAMS,PA,2018,16870898.3475,7058.5,11901.935034999999,,,,
247,ADAMS,PA,2019,14256927.0225,6605.0,10046.178585,,,,
248,ADAMS,WA,2006,2424598.848,1234.5,2025.599182,WA,ADAMS,16997.0,142.6486349355769
249,ADAMS,WA,2007,2891419.8375,1366.5,2410.066575,WA,ADAMS,17413.0,166.04949391259404
250,ADAMS,WA,2008,3410410.0875,1690.5,2743.750275,WA,ADAMS,17782.0,191.79001729276797
251,ADAMS,WA,2009,3836773.95,1807.5,3152.6548,WA,ADAMS,18405.0,208.46367563162184
252,ADAMS,WA,2010,4258329.0375,2111.0,3441.057225,WA,ADAMS,18791.0,226.61534976850618
253,ADAMS,WA,2011,4655499.1875,2204.5,3782.016825,WA,ADAMS,18876.0,246.63589677368086
254,ADAMS,WA,2012,4531606.5975,2373.5,3714.334785,WA,ADAMS,18936.0,239.31171300697085
255,ADAMS,WA,2013,4451062.95,2025.5,3593.5607,WA,ADAMS,19080.0,233.2842216981132
256,ADAMS,WA,2014,4429483.95,1803.0,3530.7427,WA,ADAMS,19154.0,231.2563407121228
257,ADAMS,WA,2015,4636145.655,1778.0,3632.73803,WA,ADAMS,19208.0,241.36535063515203
258,ADAMS,WA,2016,4498674.8739,1884.0,3508.7221225999997,,,,
259,ADAMS,WA,2017,4237255.0125,1546.5,3327.419575,,,,
260,ADAMS,WA,2018,3228723.7875,1021.5,2536.9619749999997,,,,
261,ADAMS,WA,2019,2216974.125,909.5,1790.0159999999998,,,,
262,ADAMS,WI,2006,3576231.4035,1593.5,2625.961119,WI,ADAMS,21185.0,168.80960129808827
263,ADAMS,WI,2007,4597205.3625,1882.0,3369.672925,WI,ADAMS,21156.0,217.30031019568915
264,ADAMS,WI,2008,5107760.625,2021.0,3739.25365,WI,ADAMS,21101.0,242.0624911141652
265,ADAMS,WI,2009,5966528.775,2273.0,4319.43415,WI,ADAMS,20930.0,285.07065336837076
266,ADAMS,WI,2010,6967679.625,2491.5,5026.62265,WI,ADAMS,20878.0,333.73309823737907
267,ADAMS,WI,2011,6845419.725,2397.0,4941.0296,WI,ADAMS,20767.0,329.62968772571867
268,ADAMS,WI,2012,6662977.8375,2309.5,4850.680675,WI,ADAMS,20411.0,326.44053880260645
269,ADAMS,WI,2013,6114070.05,2207.0,4499.47355,WI,ADAMS,20407.0,299.6065100210712
270,ADAMS,WI,2014,5582949.3,2135.5,4123.4473,WI,ADAMS,20120.0,277.48256958250494
271,ADAMS,WI,2015,5316869.1,2654.0,3864.98735,WI,ADAMS,20027.0,265.48505018225393
272,ADAMS,WI,2016,5359336.725,2468.5,3911.71335,,,,
273,ADAMS,WI,2017,3579092.2875,2198.0,2688.307475,,,,
274,ADAMS,WI,2018,2315569.05,1345.5,1771.39355,,,,
275,ADAMS,WI,2019,1428263.67,829.5,1087.59367,,,,
276,ADDISON,VT,2006,7938453.7412250005,3588.5,5677.69004415,VT,ADDISON,36758.0,215.9653338382121
277,ADDISON,VT,2007,8151237.5700375,3621.0,5888.0065800249995,VT,ADDISON,36886.0,220.98458954718592
278,ADDISON,VT,2008,8238451.666125,3700.5,5985.24806075,VT,ADDISON,36905.0,223.23402428194012
279,ADDISON,VT,2009,9553542.4770375,4170.5,6902.688418025,VT,ADDISON,36847.0,259.2759919949385
280,ADDISON,VT,2010,9203344.276125,3807.0,6636.17820075,VT,ADDISON,36813.0,250.00256094654065
281,ADDISON,VT,2011,8691216.87795,3391.5,6299.0481853,VT,ADDISON,36973.0,235.0692905079382
282,ADDISON,VT,2012,7912600.9031625,3387.0,5738.198268775,VT,ADDISON,36910.0,214.37553246173124
283,ADDISON,VT,2013,7454564.6149875,3504.0,5456.6834133249995,VT,ADDISON,36949.0,201.75281103649624
